Language,Countries Where Spoken,Country Code,Degree of Endangerment,Speakers,Latitude,Longitude,Fertility Rate Avg,2018 Rank,2018 Score,2018 Band,Number of Countries Spoken,GDP Average (Current US $)
Maniwaki Algonquin,Canada,CAN,Severely endangered,280.0,46.3392,-76.0485,1.9626166666666671,1.0,100.0,Native Speakers,1,634662255631.1736
Nisga'a,Canada,CAN,Severely endangered,265.0,55.2035,-129.07,1.9626166666666671,1.0,100.0,Native Speakers,1,634662255631.1736
Gwich'in (Canada),Canada,CAN,Severely endangered,250.0,67.4407,-134.8272,1.9626166666666671,1.0,100.0,Native Speakers,1,634662255631.1736
Lillooet,Canada,CAN,Severely endangered,250.0,50.3326,-122.6789,1.9626166666666671,1.0,100.0,Native Speakers,1,634662255631.1736
North Alaskan Inupiaq (Canada),Canada,CAN,Severely endangered,240.0,68.3217,-133.532,1.9626166666666671,1.0,100.0,Native Speakers,1,634662255631.1736
Siglitun,Canada,CAN,Severely endangered,230.0,69.4386,-132.9998,1.9626166666666671,1.0,100.0,Native Speakers,1,634662255631.1736
Beaver,Canada,CAN,Definitely endangered,195.0,56.481,-121.8831,1.9626166666666671,1.0,100.0,Native Speakers,1,634662255631.1736
Nootka,Canada,CAN,Severely endangered,185.0,49.2818,-126.0627,1.9626166666666671,1.0,100.0,Native Speakers,1,634662255631.1736
Straits Salish,"Canada, United States of America",CAN,Severely endangered,180.0,48.4457,-123.4205,1.9626166666666671,1.0,100.0,Native Speakers,2,634662255631.1736
Central Ojibwe,Canada,CAN,Definitely endangered,175.0,50.2275,-86.9635,1.9626166666666671,1.0,100.0,Native Speakers,1,634662255631.1736
Tsimshian,Canada,CAN,Critically endangered,160.0,54.5016,-130.3832,1.9626166666666671,1.0,100.0,Native Speakers,1,634662255631.1736
Kaska,Canada,CAN,Severely endangered,155.0,61.9751,-132.4544,1.9626166666666671,1.0,100.0,Native Speakers,1,634662255631.1736
Kutenai,"Canada, United States of America",CAN,Severely endangered,135.0,49.6467,-115.7372,1.9626166666666671,1.0,100.0,Native Speakers,2,634662255631.1736
Okanagan,"Canada, United States of America",CAN,Definitely endangered,130.0,50.3059,-119.3228,1.9626166666666671,1.0,100.0,Native Speakers,2,634662255631.1736
Northern Tutchone,Canada,CAN,Definitely endangered,115.0,62.8255,-136.5838,1.9626166666666671,1.0,100.0,Native Speakers,1,634662255631.1736
Haisla,Canada,CAN,Critically endangered,110.0,53.9745,-128.6443,1.9626166666666671,1.0,100.0,Native Speakers,1,634662255631.1736
Heiltsuk,Canada,CAN,Critically endangered,105.0,52.1591,-128.1546,1.9626166666666671,1.0,100.0,Native Speakers,1,634662255631.1736
Assiniboine (Canada),Canada,CAN,Critically endangered,80.0,50.3536,-103.4841,1.9626166666666671,1.0,100.0,Native Speakers,1,634662255631.1736
Sarcee,Canada,CAN,Critically endangered,75.0,50.9682,-114.3851,1.9626166666666671,1.0,100.0,Native Speakers,1,634662255631.1736
Sekani,Canada,CAN,Critically endangered,75.0,58.0952,-122.7067,1.9626166666666671,1.0,100.0,Native Speakers,1,634662255631.1736
Tahltan,Canada,CAN,Critically endangered,60.0,57.8451,-129.9745,1.9626166666666671,1.0,100.0,Native Speakers,1,634662255631.1736
Southern Haida,Canada,CAN,Critically endangered,55.0,53.2697,-131.9861,1.9626166666666671,1.0,100.0,Native Speakers,1,634662255631.1736
Tlingit (Canada),Canada,CAN,Critically endangered,55.0,60.17100000000001,-132.7395,1.9626166666666671,1.0,100.0,Native Speakers,1,634662255631.1736
Bella Coola,Canada,CAN,Critically endangered,50.0,52.3823,-126.7255,1.9626166666666671,1.0,100.0,Native Speakers,1,634662255631.1736
Southern Tutchone,Canada,CAN,Critically endangered,40.0,60.7796,-137.4983,1.9626166666666671,1.0,100.0,Native Speakers,1,634662255631.1736
Comox/Sliammon,Canada,CAN,Critically endangered,30.0,49.6795,-124.9542,1.9626166666666671,1.0,100.0,Native Speakers,1,634662255631.1736
Sechelt,Canada,CAN,Critically endangered,15.0,50.0846,-123.7437,1.9626166666666671,1.0,100.0,Native Speakers,1,634662255631.1736
Munsee (Canada),Canada,CAN,Critically endangered,10.0,42.57,-81.87899999999998,1.9626166666666671,1.0,100.0,Native Speakers,1,634662255631.1736
Pentlatch,Canada,CAN,Extinct,0.0,49.6971,-125.0033,1.9626166666666671,1.0,100.0,Native Speakers,1,634662255631.1736
Tsetsaut,Canada,CAN,Extinct,0.0,55.93600000000001,-129.9911,1.9626166666666671,1.0,100.0,Native Speakers,1,634662255631.1736
Bungee,Canada,CAN,Critically endangered,,50.0667,-96.9763,1.9626166666666671,1.0,100.0,Native Speakers,1,634662255631.1736
Cayuga (Canada),Canada,CAN,Critically endangered,,43.019,-80.1506,1.9626166666666671,1.0,100.0,Native Speakers,1,634662255631.1736
Han (Canada),Canada,CAN,Critically endangered,,64.062,-139.4278,1.9626166666666671,1.0,100.0,Native Speakers,1,634662255631.1736
Huron-Wyandot (Canada),Canada,CAN,Critically endangered,,46.8722,-71.3651,1.9626166666666671,1.0,100.0,Native Speakers,1,634662255631.1736
Lakota,Canada,CAN,Critically endangered,,49.3276,-106.4439,1.9626166666666671,1.0,100.0,Native Speakers,1,634662255631.1736
Michif,Canada,CAN,Critically endangered,,51.3119,-103.979,1.9626166666666671,1.0,100.0,Native Speakers,1,634662255631.1736
Mohawk (Kahnawake),Canada,CAN,Definitely endangered,,45.4013,-73.6677,1.9626166666666671,1.0,100.0,Native Speakers,1,634662255631.1736
Mohawk (Kanesatake),Canada,CAN,Definitely endangered,,45.4685,-74.0972,1.9626166666666671,1.0,100.0,Native Speakers,1,634662255631.1736
Mohawk (Six nations),Canada,CAN,Definitely endangered,,43.0463,-80.069,1.9626166666666671,1.0,100.0,Native Speakers,1,634662255631.1736
Mohawk (Tyendinega),Canada,CAN,Definitely endangered,,44.18899999999999,-77.1494,1.9626166666666671,1.0,100.0,Native Speakers,1,634662255631.1736
Mohawk (Wahta),Canada,CAN,Definitely endangered,,45.0333,-79.7333,1.9626166666666671,1.0,100.0,Native Speakers,1,634662255631.1736
Northern Haida,"Canada, United States of America",CAN,Critically endangered,,54.0397,-132.1776,1.9626166666666671,1.0,100.0,Native Speakers,2,634662255631.1736
Oneida (Canada),"Canada, United States of America",CAN,Critically endangered,,42.8286,-81.4068,1.9626166666666671,1.0,100.0,Native Speakers,2,634662255631.1736
Onondaga (Canada),"Canada, United States of America",CAN,Critically endangered,,43.1194,-80.1174,1.9626166666666671,1.0,100.0,Native Speakers,2,634662255631.1736
Potawatomi (Canada),Canada,CAN,Critically endangered,,42.5163,-82.5555,1.9626166666666671,1.0,100.0,Native Speakers,1,634662255631.1736
Rigolet Inuktitut,Canada,CAN,Critically endangered,,54.1772,-58.4218,1.9626166666666671,1.0,100.0,Native Speakers,1,634662255631.1736
Seneca (Canada),Canada,CAN,Critically endangered,,43.0555,-80.1938,1.9626166666666671,1.0,100.0,Native Speakers,1,634662255631.1736
Squamish,Canada,CAN,Critically endangered,,49.3234,-123.1301,1.9626166666666671,1.0,100.0,Native Speakers,1,634662255631.1736
Tagish,Canada,CAN,Critically endangered,,60.1601,-134.6842,1.9626166666666671,1.0,100.0,Native Speakers,1,634662255631.1736
Tuscarora (Canada),Canada,CAN,Critically endangered,,43.072,-80.015,1.9626166666666671,1.0,100.0,Native Speakers,1,634662255631.1736
Upper Tanana (Canada),Canada,CAN,Critically endangered,,62.3824,-140.8984,1.9626166666666671,1.0,100.0,Native Speakers,1,634662255631.1736
Western Abenaki (Canada),Canada,CAN,Critically endangered,,46.0785,-72.8141,1.9626166666666671,1.0,100.0,Native Speakers,1,634662255631.1736
Crimean Tatar (Dobruja),"Bulgaria, Romania",BGR,Severely endangered,20000.0,43.9414,28.3062,1.7961111111111108,26.0,57.95,High Proficiency,2,28143106441.215084
Gagauz (Maritime),"Bulgaria, Romania",BGR,Severely endangered,400.0,43.2932,27.9602,1.7961111111111108,26.0,57.95,High Proficiency,2,28143106441.215084
Gagauz (Deli Orman),Bulgaria,BGR,Critically endangered,,43.5963,26.8286,1.7961111111111108,26.0,57.95,High Proficiency,1,28143106441.215084
Yeyi,Botswana,BWA,Definitely endangered,20000.0,-19.4562,23.2031,4.996685185185187,,,,1,4681216736.808545
Taa,Botswana,BWA,Definitely endangered,4000.0,-24.1367,20.1049,4.996685185185187,,,,1,4681216736.808545
ǁGana,Botswana,BWA,Vulnerable,1550.0,-21.7824,21.8971,4.996685185185187,,,,1,4681216736.808545
|Gui,Botswana,BWA,Vulnerable,1000.0,-21.8385,21.7858,4.996685185185187,,,,1,4681216736.808545
ǁAni,Botswana,BWA,Definitely endangered,1000.0,-18.6462,22.1319,4.996685185185187,,,,1,4681216736.808545
Kua,Botswana,BWA,Definitely endangered,900.0,-22.7106,26.4605,4.996685185185187,,,,1,4681216736.808545
Ts'ixa,Botswana,BWA,Definitely endangered,390.0,-18.9894,23.692,4.996685185185187,,,,1,4681216736.808545
Danisi,Botswana,BWA,Critically endangered,220.0,-19.4769,25.2136,4.996685185185187,,,,1,4681216736.808545
|Xaise,Botswana,BWA,Critically endangered,200.0,-21.2458,26.1776,4.996685185185187,,,,1,4681216736.808545
ǂHoa,Botswana,BWA,Critically endangered,140.0,-24.1668,24.4885,4.996685185185187,,,,1,4681216736.808545
Deti,Botswana,BWA,Extinct,0.0,-20.9614,24.461,4.996685185185187,,,,1,4681216736.808545
Amba,Uganda,UGA,Vulnerable,16000.0,0.6737,30.198,6.905962962962962,,,,1,6911820216.874868
Ik,Uganda,UGA,Severely endangered,2000.0,3.5024,34.1894,6.905962962962962,,,,1,6911820216.874868
Soo,Uganda,UGA,Critically endangered,100.0,2.161,34.5986,6.905962962962962,,,,1,6911820216.874868
Napore,Uganda,UGA,Extinct,0.0,3.8478,33.9147,6.905962962962962,,,,1,6911820216.874868
Nyang'i,Uganda,UGA,Extinct,0.0,3.5024,33.3764,6.905962962962962,,,,1,6911820216.874868
Singa,Uganda,UGA,Extinct,0.0,-0.1373,33.695,6.905962962962962,,,,1,6911820216.874868
Semai,Malaysia,MYS,Severely endangered,15000.0,4.3039,101.445,3.719314814814816,23.0,59.32,High Proficiency,1,87260987554.38063
Orang Hulu,Malaysia,MYS,Definitely endangered,10000.0,1.8871,103.984,3.719314814814816,23.0,59.32,High Proficiency,1,87260987554.38063
Temiar,Malaysia,MYS,Definitely endangered,10000.0,4.9493,101.4113,3.719314814814816,23.0,59.32,High Proficiency,1,87260987554.38063
Temuan,Malaysia,MYS,Severely endangered,8000.0,3.3709,101.984,3.719314814814816,23.0,59.32,High Proficiency,1,87260987554.38063
Semelai,Malaysia,MYS,Severely endangered,2500.0,3.1761,102.4818,3.719314814814816,23.0,59.32,High Proficiency,1,87260987554.38063
Urak Lawoi (Malaysia),Malaysia,MYS,Definitely endangered,2500.0,6.4194,99.7869,3.719314814814816,23.0,59.32,High Proficiency,1,87260987554.38063
Kristang,Malaysia,MYS,Severely endangered,2150.0,2.1935,102.256,3.719314814814816,23.0,59.32,High Proficiency,1,87260987554.38063
Lanoh,Malaysia,MYS,Critically endangered,1800.0,5.2509,101.0206,3.719314814814816,23.0,59.32,High Proficiency,1,87260987554.38063
Jah Hut,Malaysia,MYS,Severely endangered,1500.0,3.6452,102.3065,3.719314814814816,23.0,59.32,High Proficiency,1,87260987554.38063
Orang Seletar,Malaysia,MYS,Severely endangered,1500.0,1.3387,103.464,3.719314814814816,23.0,59.32,High Proficiency,1,87260987554.38063
Semaq Beri,Malaysia,MYS,Critically endangered,1500.0,4.0012,102.8443,3.719314814814816,23.0,59.32,High Proficiency,1,87260987554.38063
Mah Meri,Malaysia,MYS,Severely endangered,1200.0,2.8360000000000003,101.4299,3.719314814814816,23.0,59.32,High Proficiency,1,87260987554.38063
Batek,Malaysia,MYS,Critically endangered,700.0,4.6695,102.5051,3.719314814814816,23.0,59.32,High Proficiency,1,87260987554.38063
Abai Sungai,Malaysia,MYS,Definitely endangered,400.0,5.5870000000000015,118.3695,3.719314814814816,23.0,59.32,High Proficiency,1,87260987554.38063
Che Wong,Malaysia,MYS,Definitely endangered,200.0,3.6271,102.1907,3.719314814814816,23.0,59.32,High Proficiency,1,87260987554.38063
Kanowit,Malaysia,MYS,Severely endangered,100.0,2.0652,112.1489,3.719314814814816,23.0,59.32,High Proficiency,1,87260987554.38063
Sian,Malaysia,MYS,Severely endangered,50.0,2.3854,114.3354,3.719314814814816,23.0,59.32,High Proficiency,1,87260987554.38063
Punan Batu,Malaysia,MYS,Critically endangered,30.0,2.6021,114.0,3.719314814814816,23.0,59.32,High Proficiency,1,87260987554.38063
Kenaboi,Malaysia,MYS,Extinct,0.0,3.1129,102.0322,3.719314814814816,23.0,59.32,High Proficiency,1,87260987554.38063
Orang Kanaq,Malaysia,MYS,Extinct,0.0,1.8858,103.9814,3.719314814814816,23.0,59.32,High Proficiency,1,87260987554.38063
Seru,Malaysia,MYS,Extinct,0.0,1.9195,111.2049,3.719314814814816,23.0,59.32,High Proficiency,1,87260987554.38063
Jahai,Malaysia,MYS,Critically endangered,,5.3597,101.7763,3.719314814814816,23.0,59.32,High Proficiency,1,87260987554.38063
Kensiw (Malaysia),Malaysia,MYS,Critically endangered,,5.9033,100.9227,3.719314814814816,23.0,59.32,High Proficiency,1,87260987554.38063
Kentak,Malaysia,MYS,Critically endangered,,5.5383,100.7861,3.719314814814816,23.0,59.32,High Proficiency,1,87260987554.38063
Menri',Malaysia,MYS,Critically endangered,,5.055,102.2502,3.719314814814816,23.0,59.32,High Proficiency,1,87260987554.38063
Siwi,Egypt,EGY,Definitely endangered,15000.0,29.1905,25.5322,4.639703703703704,63.0,48.76,Low Proficiency,1,83722026398.55992
Coptic,Egypt,EGY,Extinct,0.0,26.8915,29.0959,4.639703703703704,63.0,48.76,Low Proficiency,1,83722026398.55992
Domari,"Egypt, Israel, Jordan, Lebanon, Libyan Arab Jamahiriya, Palestine, Syrian Arab Republic",EGY,Severely endangered,,32.2128,35.2908,4.639703703703704,63.0,48.76,Low Proficiency,7,83722026398.55992
Tuamotuan,French Polynesia (France),PYF,Definitely endangered,14400.0,-14.9354,-147.7455,3.655814814814816,,,,1,1818946387.699269
Austral dialects,French Polynesia (France),PYF,Definitely endangered,8000.0,-23.3775,-149.4909,3.655814814814816,,,,1,1818946387.699269
Rapa,French Polynesia (France),PYF,Severely endangered,400.0,-27.8973,-143.5034,3.655814814814816,,,,1,1818946387.699269
Mangareva,French Polynesia (France),PYF,Severely endangered,300.0,-23.1226,-134.97799999999998,3.655814814814816,,,,1,1818946387.699269
Garífuna (Belize),Belize,BLZ,Vulnerable,14061.0,17.1833,-88.5833,4.851444444444444,,,,1,582868697.150921
Q'eqchi' (Belize),Belize,BLZ,Vulnerable,12366.0,16.8107,-88.3999,4.851444444444444,,,,1,582868697.150921
Mopán (Belize),Belize,BLZ,Severely endangered,8980.0,16.2449,-88.8654,4.851444444444444,,,,1,582868697.150921
Yucatec,Belize,BLZ,Definitely endangered,3155.0,17.0922,-89.1221,4.851444444444444,,,,1,582868697.150921
Nalu,Guinea,GIN,Definitely endangered,13000.0,10.9523,-14.7629,6.117203703703704,,,,1,4756539076.921659
Badiaranke,Guinea,GIN,Severely endangered,12205.0,12.4043,-13.5736,6.117203703703704,,,,1,4756539076.921659
Baga Manduri,Guinea,GIN,Definitely endangered,4000.0,10.0986,-14.0405,6.117203703703704,,,,1,4756539076.921659
Baga Sitemu,Guinea,GIN,Severely endangered,4000.0,10.1094,-14.1586,6.117203703703704,,,,1,4756539076.921659
Pukur,Guinea,GIN,Definitely endangered,3000.0,10.4013,-14.4799,6.117203703703704,,,,1,4756539076.921659
Mani,"Guinea, Sierra Leone",GIN,Critically endangered,300.0,9.1129,-13.2165,6.117203703703704,,,,2,4756539076.921659
Baga Kalem,Guinea,GIN,Extinct,0.0,10.4013,-14.3151,6.117203703703704,,,,1,4756539076.921659
Baga Mboteni,Guinea,GIN,Critically endangered,0.0,10.7415,-14.5513,6.117203703703704,,,,1,4756539076.921659
Tuwuli,Ghana,GHA,Vulnerable,11400.0,7.0572,0.3845,5.737537037037039,,,,1,11985249093.611792
Tafi,Ghana,GHA,Vulnerable,4400.0,6.73,0.4421,5.737537037037039,,,,1,11985249093.611792
Konni,Ghana,GHA,Vulnerable,3800.0,10.3311,-1.6973,5.737537037037039,,,,1,11985249093.611792
Kamara,Ghana,GHA,Definitely endangered,3000.0,9.0858,-2.2576,5.737537037037039,,,,1,11985249093.611792
Animere,Ghana,GHA,Critically endangered,700.0,7.6129,0.4064,5.737537037037039,,,,1,11985249093.611792
Kari'ña (Venezuela),Venezuela (Bolivarian Republic of),VEN,Severely endangered,11000.0,8.4941,-64.0942,4.0134629629629615,76.0,46.61,Very Low Proficiency,1,96932912525.49866
Piaroa (Venezuela),Venezuela (Bolivarian Republic of),VEN,Vulnerable,11000.0,4.5435,-66.7089,4.0134629629629615,76.0,46.61,Very Low Proficiency,1,96932912525.49866
Pume,Venezuela (Bolivarian Republic of),VEN,Definitely endangered,5000.0,6.7518,-68.247,4.0134629629629615,76.0,46.61,Very Low Proficiency,1,96932912525.49866
Yecuana (Venezuela),Venezuela (Bolivarian Republic of),VEN,Vulnerable,5000.0,4.8501,-64.5117,4.0134629629629615,76.0,46.61,Very Low Proficiency,1,96932912525.49866
Yanomami (Venezuela),Venezuela (Bolivarian Republic of),VEN,Vulnerable,4000.0,2.5918,-64.7314,4.0134629629629615,76.0,46.61,Very Low Proficiency,1,96932912525.49866
Panare,Venezuela (Bolivarian Republic of),VEN,Vulnerable,3000.0,6.5445,-66.4233,4.0134629629629615,76.0,46.61,Very Low Proficiency,1,96932912525.49866
Yukpa,Venezuela (Bolivarian Republic of),VEN,Vulnerable,3000.0,9.7956,-72.9382,4.0134629629629615,76.0,46.61,Very Low Proficiency,1,96932912525.49866
Nheengatu / Yeral (Venezuela),Venezuela (Bolivarian Republic of),VEN,Severely endangered,2000.0,1.2303,-66.8408,4.0134629629629615,76.0,46.61,Very Low Proficiency,1,96932912525.49866
Hodi,Venezuela (Bolivarian Republic of),VEN,Vulnerable,600.0,6.075,-65.6323,4.0134629629629615,76.0,46.61,Very Low Proficiency,1,96932912525.49866
Baniva,Venezuela (Bolivarian Republic of),VEN,Severely endangered,500.0,2.8333,-67.5219,4.0134629629629615,76.0,46.61,Very Low Proficiency,1,96932912525.49866
Warekena (Venezuela),Venezuela (Bolivarian Republic of),VEN,Severely endangered,500.0,2.5479,-67.2802,4.0134629629629615,76.0,46.61,Very Low Proficiency,1,96932912525.49866
Sanema (Venezuela),Venezuela (Bolivarian Republic of),VEN,Vulnerable,393.0,4.4669,-64.1931,4.0134629629629615,76.0,46.61,Very Low Proficiency,1,96932912525.49866
Mako,Venezuela (Bolivarian Republic of),VEN,Critically endangered,345.0,4.2149,-65.7421,4.0134629629629615,76.0,46.61,Very Low Proficiency,1,96932912525.49866
Yawarana,Venezuela (Bolivarian Republic of),VEN,Severely endangered,300.0,5.3863,-66.0058,4.0134629629629615,76.0,46.61,Very Low Proficiency,1,96932912525.49866
Ninam (Venezuela),Venezuela (Bolivarian Republic of),VEN,Vulnerable,100.0,4.5435,-63.5668,4.0134629629629615,76.0,46.61,Very Low Proficiency,1,96932912525.49866
Sapé,Venezuela (Bolivarian Republic of),VEN,Critically endangered,50.0,5.0033,-63.5449,4.0134629629629615,76.0,46.61,Very Low Proficiency,1,96932912525.49866
Añu,Venezuela (Bolivarian Republic of),VEN,Critically endangered,20.0,11.022,-71.7352,4.0134629629629615,76.0,46.61,Very Low Proficiency,1,96932912525.49866
Uruak,Venezuela (Bolivarian Republic of),VEN,Critically endangered,19.0,3.9957,-63.5888,4.0134629629629615,76.0,46.61,Very Low Proficiency,1,96932912525.49866
Pémono,Venezuela (Bolivarian Republic of),VEN,Critically endangered,1.0,5.6487,-65.8081,4.0134629629629615,76.0,46.61,Very Low Proficiency,1,96932912525.49866
Wanai,Venezuela (Bolivarian Republic of),VEN,Critically endangered,0.0,7.1117,-66.7199,4.0134629629629615,76.0,46.61,Very Low Proficiency,1,96932912525.49866
Baré (Venezuela),Venezuela (Bolivarian Republic of),VEN,Critically endangered,,1.4280000000000002,-66.9287,4.0134629629629615,76.0,46.61,Very Low Proficiency,1,96932912525.49866
Bukiyip,Papua New Guinea,PNG,Vulnerable,10304.0,-3.4256,143.0886,5.1848148148148185,,,,1,5348299099.211621
Mussau-Emira,Papua New Guinea,PNG,Definitely endangered,3651.0,-1.4774,149.6392,5.1848148148148185,,,,1,5348299099.211621
Koitabu,Papua New Guinea,PNG,Vulnerable,3000.0,-9.346,147.1179,5.1848148148148185,,,,1,5348299099.211621
Bumbita Arapesh,Papua New Guinea,PNG,Vulnerable,2353.0,-3.6449,142.8002,5.1848148148148185,,,,1,5348299099.211621
Grass Koiari,Papua New Guinea,PNG,Vulnerable,1800.0,-9.4558,147.5559,5.1848148148148185,,,,1,5348299099.211621
Murik,Papua New Guinea,PNG,Vulnerable,1256.0,-3.8368,144.2807,5.1848148148148185,,,,1,5348299099.211621
Kuot,Papua New Guinea,PNG,Vulnerable,1000.0,-3.0692,151.5234,5.1848148148148185,,,,1,5348299099.211621
Taulil,Papua New Guinea,PNG,Vulnerable,800.0,-4.5435,152.0397,5.1848148148148185,,,,1,5348299099.211621
Karore,Papua New Guinea,PNG,Vulnerable,550.0,-6.1542,149.8205,5.1848148148148185,,,,1,5348299099.211621
Anuki,Papua New Guinea,PNG,Definitely endangered,542.0,-9.6522,149.7656,5.1848148148148185,,,,1,5348299099.211621
Laxudumau,Papua New Guinea,PNG,Vulnerable,500.0,-2.8922,151.2467,5.1848148148148185,,,,1,5348299099.211621
Sera,Papua New Guinea,PNG,Severely endangered,432.0,-3.0033,141.9158,5.1848148148148185,,,,1,5348299099.211621
Sengseng,Papua New Guinea,PNG,Vulnerable,400.0,-6.0681,150.2792,5.1848148148148185,,,,1,5348299099.211621
Kaningara,Papua New Guinea,PNG,Vulnerable,327.0,-4.5784,143.3612,5.1848148148148185,,,,1,5348299099.211621
Duwet,Papua New Guinea,PNG,Vulnerable,300.0,-6.4763,146.8377,5.1848148148148185,,,,1,5348299099.211621
Kandas,Papua New Guinea,PNG,Vulnerable,300.0,-4.4121,152.7868,5.1848148148148185,,,,1,5348299099.211621
Sissano,Papua New Guinea,PNG,Critically endangered,300.0,-3.0129,142.0491,5.1848148148148185,,,,1,5348299099.211621
Warapu,Papua New Guinea,PNG,Severely endangered,300.0,-2.9876,141.9838,5.1848148148148185,,,,1,5348299099.211621
Yimas,Papua New Guinea,PNG,Severely endangered,300.0,-4.6038,143.6077,5.1848148148148185,,,,1,5348299099.211621
Kaki Ae,Papua New Guinea,PNG,Vulnerable,266.0,-7.9653,145.7858,5.1848148148148185,,,,1,5348299099.211621
Bosilewa,Papua New Guinea,PNG,Vulnerable,250.0,-9.449,150.661,5.1848148148148185,,,,1,5348299099.211621
Kaiep,Papua New Guinea,PNG,Vulnerable,250.0,-3.6666,143.8166,5.1848148148148185,,,,1,5348299099.211621
Garuwahi,Papua New Guinea,PNG,Definitely endangered,225.0,-10.2284,150.4083,5.1848148148148185,,,,1,5348299099.211621
Musom,Papua New Guinea,PNG,Definitely endangered,219.0,-6.5391,146.9119,5.1848148148148185,,,,1,5348299099.211621
Doga,Papua New Guinea,PNG,Definitely endangered,200.0,-9.6278,149.8384,5.1848148148148185,,,,1,5348299099.211621
Magori,Papua New Guinea,PNG,Vulnerable,200.0,-10.2554,149.2108,5.1848148148148185,,,,1,5348299099.211621
Numbani,Papua New Guinea,PNG,Vulnerable,200.0,-7.5177,147.2991,5.1848148148148185,,,,1,5348299099.211621
Sepa,Papua New Guinea,PNG,Vulnerable,200.0,-4.3245,144.9755,5.1848148148148185,,,,1,5348299099.211621
Mwatebu,Papua New Guinea,PNG,Definitely endangered,166.0,-10.0202,151.0537,5.1848148148148185,,,,1,5348299099.211621
Onjab,Papua New Guinea,PNG,Vulnerable,160.0,-9.2973,149.1613,5.1848148148148185,,,,1,5348299099.211621
Papapana,Papua New Guinea,PNG,Definitely endangered,150.0,-5.8974,155.2505,5.1848148148148185,,,,1,5348299099.211621
Suarmin,Papua New Guinea,PNG,Definitely endangered,145.0,-5.0526,141.9818,5.1848148148148185,,,,1,5348299099.211621
Wab,Papua New Guinea,PNG,Vulnerable,142.0,-5.6296,146.39,5.1848148148148185,,,,1,5348299099.211621
Dengalu,Papua New Guinea,PNG,Definitely endangered,140.0,-7.0572,146.3598,5.1848148148148185,,,,1,5348299099.211621
Nauna,Papua New Guinea,PNG,Vulnerable,130.0,-2.2159,148.1986,5.1848148148148185,,,,1,5348299099.211621
Piu,Papua New Guinea,PNG,Definitely endangered,130.0,-6.9591,146.4257,5.1848148148148185,,,,1,5348299099.211621
Budibud,Papua New Guinea,PNG,Vulnerable,120.0,-9.2973,153.6891,5.1848148148148185,,,,1,5348299099.211621
Ainbai,Papua New Guinea,PNG,Severely endangered,100.0,-3.1,141.2,5.1848148148148185,,,,1,5348299099.211621
Bikaru,Papua New Guinea,PNG,Severely endangered,100.0,-4.8,143.0,5.1848148148148185,,,,1,5348299099.211621
Kalamo,Papua New Guinea,PNG,Severely endangered,100.0,-6.7,142.5,5.1848148148148185,,,,1,5348299099.211621
Likum,Papua New Guinea,PNG,Definitely endangered,100.0,-2.1651,146.6921,5.1848148148148185,,,,1,5348299099.211621
Nafi,Papua New Guinea,PNG,Severely endangered,100.0,-6.3999,146.80200000000005,5.1848148148148185,,,,1,5348299099.211621
Piame,Papua New Guinea,PNG,Severely endangered,100.0,-4.9,142.85,5.1848148148148185,,,,1,5348299099.211621
Vehes,Papua New Guinea,PNG,Severely endangered,100.0,-6.9427,146.9311,5.1848148148148185,,,,1,5348299099.211621
Yarawata,Papua New Guinea,PNG,Severely endangered,98.0,-4.9377,145.4946,5.1848148148148185,,,,1,5348299099.211621
Samosa,Papua New Guinea,PNG,Severely endangered,94.0,-5.0116,145.5386,5.1848148148148185,,,,1,5348299099.211621
Mindiri,Papua New Guinea,PNG,Severely endangered,93.0,-5.5517,146.1538,5.1848148148148185,,,,1,5348299099.211621
Usu,Papua New Guinea,PNG,Severely endangered,93.0,-5.2851,145.4974,5.1848148148148185,,,,1,5348299099.211621
Iteri,Papua New Guinea,PNG,Severely endangered,90.0,-4.0807,141.5039,5.1848148148148185,,,,1,5348299099.211621
Taiap,Papua New Guinea,PNG,Severely endangered,89.0,-4.1,144.5,5.1848148148148185,,,,1,5348299099.211621
Ak,Papua New Guinea,PNG,Severely endangered,83.0,-3.6093,141.6604,5.1848148148148185,,,,1,5348299099.211621
Ari,Papua New Guinea,PNG,Severely endangered,80.0,-8.0,142.4,5.1848148148148185,,,,1,5348299099.211621
Dorro,Papua New Guinea,PNG,Severely endangered,80.0,-9.1834,141.8994,5.1848148148148185,,,,1,5348299099.211621
Mari,Papua New Guinea,PNG,Severely endangered,80.0,-9.0478,141.8994,5.1848148148148185,,,,1,5348299099.211621
Somm,Papua New Guinea,PNG,Definitely endangered,80.0,-6.1296,146.4642,5.1848148148148185,,,,1,5348299099.211621
Musan,Papua New Guinea,PNG,Severely endangered,75.0,-4.0355,141.361,5.1848148148148185,,,,1,5348299099.211621
Papi,Papua New Guinea,PNG,Severely endangered,75.0,-4.5,142.0,5.1848148148148185,,,,1,5348299099.211621
Arawun,Papua New Guinea,PNG,Severely endangered,73.0,-5.5093,145.8929,5.1848148148148185,,,,1,5348299099.211621
Yapunda,Papua New Guinea,PNG,Severely endangered,69.0,-3.5,142.4,5.1848148148148185,,,,1,5348299099.211621
Bothar,Papua New Guinea,PNG,Severely endangered,68.0,-9.0695,141.155,5.1848148148148185,,,,1,5348299099.211621
