Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,GDP Average (Current US $)
LAC,52446895080.015,54865047280.8581,62806671365.4862,69823803147.8274,72398516660.3591,76498112798.9843,86347073629.1458,94087679613.271,101450410311.858,111299953518.64801,123631009959.8,139043000711.932,160225188649.867,202171989671.77,266945338396.272,312453284520.91,353105737480.142,384495296288.109,442468530928.775,523643874274.947,632866826000.172,740656506355.912,683270258660.931,573060501977.7739,603503489268.809,617083424175.021,598082762332.028,633454479627.309,716133064266.907,843649449809.588,941929520079.885,1154767597751.43,1023080892326.31,1212055012116.03,1401033633900.22,1497323587628.83,1630610316030.86,1792198733355.33,1800531811879.83,1593657027331.77,1798300369038.6,1764672893086.97,1711280764409.07,1713929857270.2,1953987429192.16,2376142630286.5,2790111690895.86,3298169833828.91,3836471612517.37,3600734480045.94,4481072174864.07,5054640853840.34,5075675863878.23,5196506873413.56,5356666312204.11,4387475711763.74,4284868016349.43,4744004226809.16,2 Trillion
LAO,,,,,,,,,,,,,,,,,,,,,,,,,1757142805.7142901,2366666615.55556,1776842041.0526302,1087273103.6963902,598961269.297879,714046821.093797,865559856.1639,1028087972.31085,1127806944.6151302,1327748654.6596901,1543606345.1168401,1763536304.53964,1873671550.3463602,1747011857.33107,1280177838.71905,1454430642.49183,1731198022.45494,1768619058.3464699,1758176653.07746,2023324407.3031602,2366398119.8821,2735558726.25625,3452882514.0016603,4222962987.53859,5443915120.50795,5832915387.08908,7127792629.582941,8749241114.189129,10191350119.6808,11942230508.334,13268458231.9284,14390391264.2607,15805707154.2329,16853087485.4118,4 Billion
LBN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3313540067.9324603,2717998687.71002,2838485353.9618697,4690415092.53663,5843579160.90122,7941744492.1211,9599127049.9375,11718795528.4939,13690217333.2697,15751867489.4446,17247179005.5219,17391056369.2265,17260364842.4544,17649751243.7811,19152238805.9702,20082918739.6352,21145518599.8673,21489962079.602,22048664306.2023,24873482491.675,29227542759.602,35477299023.8806,38419626605.3731,40075674163.2504,44047334183.8806,46471385850.1493,48524603055.257,49910270062.1559,51483909754.8922,53576985686.6998,24 Billion
LBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,874000000.0,906000000.0,927000000.0,748000000.0,897000000.0,949000000.0,1119000000.0,1373000000.0,1726000000.0,1768000000.0,1998000000.0,2398000000.0,2721000000.0,3067000000.0,3144000000.0,3177000000.0,3277826000.0,3285455000.0,2 Billion
LBY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28901836158.1921,31995012468.8279,33881392045.4545,30657030223.3903,28607921928.8175,25544128198.9955,27884615384.6154,30698633109.1343,27249786142.0017,35976714100.9056,38270206950.41,34110064452.1567,20481889763.7795,26265625000.0,33122307692.3077,47334148578.4164,54961936662.6066,67516236337.7158,87140405361.2292,63028320702.0343,74773444900.5368,34699395523.6073,81873662518.8238,65502870173.7831,41142722414.3351,27842131486.4054,26221660076.2226,38107728082.5817,42 Billion
LCA,,,,,,,,,,,,,,,,,,92235119.81481479,107416568.555556,130023807.666667,154147520.25925902,177093396.444444,192709386.18518502,207636236.703704,228666822.51851803,253454943.33333302,302260088.592593,334513063.259259,382204575.962963,433543603.185185,515979396.777778,546737185.185185,600415259.259259,610807444.4444441,637125444.4444441,680819925.925926,704507111.111111,720580740.740741,783467703.703704,823515296.296296,833537296.296296,798099555.5555559,804316259.259259,882991000.0,953734555.5555551,1015605740.7407401,1133882148.14815,1277201407.40741,1282126185.18519,1262872666.6666698,1382054666.6666698,1438006888.88889,1436447074.07407,1469795740.74074,1516576962.96296,1622436703.7037,1635675296.2963,1737504296.2963,783 Million
LCN,81504629943.4762,86294952081.4916,98720287032.6086,99635182124.8371,111039909117.77,118386354098.27199,129857728265.605,133309230576.94699,143632641624.99698,160864901351.064,175118464919.727,195680465639.66602,219832032070.404,287871396224.286,374062339261.118,391687157490.109,435138202958.827,478230341964.144,542931188760.177,647277990486.022,779551704338.534,898923261554.062,838681688542.8629,739436238446.216,746674414581.947,769088447788.501,774735553228.754,817907630250.152,922128042002.8059,1006652994849.78,1178575134273.92,1449734171866.96,1370353692445.88,1575935749665.13,1800721506272.88,1920186460221.25,2077833021781.07,2277920574126.68,2298573973980.9,2073874335108.82,2287586779028.22,2238146730185.71,2008216155879.0,2051742392364.88,2364523927294.59,2858804693534.92,3350524323512.75,3947715657252.15,4588223610982.0,4312103234408.21,5347330835424.51,6080907926035.55,6143787788477.46,6295129135694.07,6417071118037.93,5516998478056.28,5381030431192.47,5974236160003.79,2 Trillion
LDC,,,,,,,,,,,,,,,,,,,,,115270937292.714,116595810161.37,116017486623.80301,108989294837.25,108550368423.37401,121368180709.006,132019993891.68901,144382894258.099,149215124820.517,152801821168.618,159605165175.418,161307173751.464,146331700713.113,145885065019.474,135611440805.774,154720888836.788,170179330377.725,179749351068.087,180850313702.057,182824808408.083,207279093722.303,197430015677.245,214546117753.67603,243706903706.817,280096648053.528,332153320786.486,390809018246.764,467818007387.731,580708652613.544,582489617337.569,667272769017.931,770556184649.935,823708788408.379,893031958794.4509,969740498182.025,959826978203.386,961386046559.4059,1074101627590.25,355 Billion
LIC,,,,,,,,,,,,,,,,,,,,,,99698922878.4855,104146269219.195,100577474288.991,94551021904.4435,95930565546.9928,102255348419.379,103045999128.46,109382693363.44199,107931988790.92801,118048106032.137,121962266874.08801,110768581664.152,109335750965.291,90069722324.8456,102500436541.655,116148880647.47801,120803971467.136,122529466153.83801,124560283701.069,145192911841.727,137125343089.37,145276705961.573,158235945170.663,181360640651.61398,209529489461.92,236192338379.724,282491500147.625,342247441088.729,360543268455.701,392927956726.57104,445371538523.617,482122048852.919,528951381747.87,566457893204.468,556848371132.139,538609463028.729,575398243890.915,225 Billion
LIE,,,,,,,,,,,90098330.6654471,104888628.17194399,124941925.010473,165930611.729019,193983720.461869,246387479.17715898,272493879.020643,303496276.26378196,436918176.733781,503180669.994587,534701915.617354,511658690.56104296,522090331.47810704,524034109.856605,502617355.407073,529078995.563876,779365167.602424,1052843347.6394801,1161757671.01756,1120000916.92646,1421466239.56234,1484152022.3152,1631197909.2589998,1673104493.77369,1948118227.6815102,2428461395.3488398,2504033252.4271803,2298410390.6842103,2479721340.8746,2664026095.0605803,2483953102.79488,2491822706.8025603,2688630822.53304,3070691319.52179,3454362685.96703,3659251525.8593,4000239272.61126,4601299566.81106,5081432924.0144,4504549214.226629,5082366478.08994,5739977477.47748,5456009384.66461,6391735893.83968,6657170923.37918,6268391521.19701,6214633651.30911,,2 Billion
LKA,1409873949.5798302,1444327731.0924401,1434156378.6008198,1240672268.9075599,1309747899.1596599,1698319327.73109,1751470588.23529,1859465020.5761302,1801344537.81513,1965546218.4873898,2296470588.23529,2369308600.33727,2553936348.40871,2875625000.0,3574586466.16541,3791298145.50642,3591319857.3127203,4104509582.86359,2733183856.5022397,3364611432.24149,4024621899.5765295,4415844155.84416,4768765016.81884,5167913302.16745,6043474842.76729,5978460972.017671,6405210563.88294,6682167119.56522,6978371581.26375,6987267683.77254,8032551173.240141,9000362581.58086,9703011635.86585,10338679635.7616,11717604208.8223,13029697560.9756,13897738375.2488,15091913883.7091,15794972847.1683,15656327859.5696,16330814179.9766,15749753804.8344,16536535647.0834,18881765437.2151,20662525941.2986,24405791044.7761,28279814924.5918,32350248410.8216,40713812309.7316,42066217871.5349,56725749222.0435,65292753005.7475,68434409314.840996,74317806538.3789,79356449840.8881,80604080688.7961,81787420023.358,87357205923.1238,19 Billion
LMC,,,,,,130966094731.74,118427806417.70801,126342732046.74301,135502618240.879,150763743519.463,167256810109.146,173531487906.736,184106560003.275,219603515661.333,280580906177.86896,309920192135.169,334684393916.475,383601711034.586,430012154000.35297,489873406899.639,608728965255.16,758976967622.195,753807619352.462,702753201164.8871,681607741454.6171,719520177546.35,742374555700.5259,805210001119.525,837649337010.705,843317378038.005,905268417634.46,864034237079.4541,900511326435.12,904362393413.2421,990004633041.3779,1110269244490.84,1215859582996.37,1255276536387.71,1133473971331.33,1231387904686.2,1294567364808.38,1311328089265.62,1415116980456.88,1624250352728.79,1864556239738.58,2163693745154.41,2594212008980.46,3188190114093.76,3584986179582.04,3659297579280.44,4486999779580.24,5091371380482.7,5340630487957.62,5578944490194.61,5874696383767.07,5834879339132.92,6054671000959.61,6516981067473.99,2 Trillion
LMY,293010936321.735,282109473150.047,294325043400.761,327804064535.43604,357686289530.761,393979744008.40796,409028134962.323,426940450050.188,450380892810.448,501066053279.03,553233226049.433,597649984019.025,671290705056.848,838041464306.4641,1064589272539.61,1211829579877.36,1317900982128.64,1483320652262.73,1614544763588.94,1920433322377.64,2260772296107.07,2562666258525.31,2526519173726.22,2413478982203.26,2482503724235.51,2608776556069.27,2680890603619.52,2750625806854.58,2952585146614.31,3192201001062.98,3546525739404.06,3737960761228.04,3652864119810.26,3889484134793.57,4209323274276.21,4737807131847.55,5185211073092.61,5484731061466.27,5309676882839.37,5189124265818.94,5689062395309.29,5774724171166.47,6071503122352.54,6824544584777.69,8089989888247.6,9649641944891.38,11487611177980.2,14243798904699.5,17088279967275.8,16703505487332.1,20251031074492.0,23912927039398.4,25539078386943.4,27101109201862.5,28155302345846.4,26611543367675.5,26726016966212.3,29284368455898.7,7 Trillion
LSO,34579308.4138317,35699286.01427971,41859162.8167437,47039059.2188156,51938961.220775604,54878902.4219516,56698866.02267951,59260814.783704296,61444771.10457789,65966680.66638671,68738625.22749549,76482102.9082774,80915831.92402759,121181556.19596499,150846210.448859,149560513.860717,147654093.836247,193307267.709292,266559337.62649503,290142517.814727,431561376.476631,434188034.188034,348746822.619267,386699308.859169,333158476.24212,268626912.549917,318862888.402626,402774852.652259,470389179.678909,495404888.09242404,596415104.549144,704329192.771521,831033941.093969,835592802.2768309,878250450.6026809,1001889856.91048,946123275.8821199,997996028.645833,928458205.9584321,912771290.6129801,887295267.8751551,825706961.238689,775780697.676625,1157832934.55127,1511236655.52047,1682350934.85132,1800105589.6034899,1716262756.86956,1758534997.5227098,1773199526.39088,2361613522.4601398,2787951879.2323604,2678475775.1495,2526009059.18717,2614566294.19462,2510312804.7673697,2323419619.1784,2578265358.30386,842 Million
LTE,170999433999.798,157909270017.271,165685593581.166,179576162255.862,198111841132.214,220979972980.804,245380893592.321,247932364060.654,253186897677.605,282968446066.50397,321413183832.967,357892404453.024,410717810061.25397,521754145532.009,614430088197.557,675151809316.57,736645433473.3091,855017103254.14,890892883113.716,1064492664034.12,1206713774081.98,1279217450673.29,1308849132092.85,1209642646423.53,1273605768608.86,1361364408694.82,1447823722818.28,1526145854775.95,1681176909653.98,1905096055377.16,2033209502650.88,2237861809949.47,2089328444640.97,2167690349981.46,2469365342801.49,3017385889329.36,3326665516668.42,3482627635494.39,3352826270014.41,3097645702274.79,3402236664361.05,3516363386410.41,3724683156437.57,4246875060114.9,5105490747712.92,6162354673016.0,7437355839992.81,9371248064395.67,11650660466037.0,11263773382286.1,13513137975049.5,16479031277006.0,17632220035281.9,19014006861887.3,19703591274717.6,18464370139344.7,18471547018952.7,20463581135531.2,4 Trillion
LTU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7870782260.516979,8385109020.28485,10120274492.8787,11240360897.7126,10972878636.1675,11539211480.3625,12252498921.0186,14278357283.7419,18802576988.1557,22649930576.2543,26125575942.2814,30216060233.4044,39738180076.6283,47850551148.8365,37440673477.8982,37120517693.8622,43476873412.803,42848195256.2142,46417340374.5203,48516371720.8346,41508609232.7778,42773029835.3222,47168303744.1329,29 Billion
LUX,703925705.942958,704145671.3502129,741509480.796284,791140595.772755,903158753.9436221,921600736.304026,968440149.470951,974721762.535327,1066447130.8205199,1234878980.5019999,1509155062.52521,1572310771.77053,1968733021.7212,2701874663.63072,3295861019.05551,3233431611.27564,3544268025.07837,3922895891.9527297,4884869091.84066,5711457760.044029,6232005655.95255,5231808670.14342,4764549532.05015,4683697830.37475,4594891580.56409,4738559684.761189,6921264132.20155,8614215559.15721,9750161053.209,10391504709.2547,13229247947.8513,14321878795.0384,16065740777.9172,16486900186.5672,18325791415.4811,21588170498.0843,21776609771.987,19731912494.3617,20209122027.1171,22235929043.2559,21263514833.2412,21272418791.9463,23616328816.1114,29557325056.4334,34685281847.5292,37347394602.6614,42414308116.9239,50888134410.0739,55849686538.7432,51370543206.4462,53212476812.2957,60004630234.4135,56677961787.0717,61739352212.3049,66327344188.88901,57784495265.4378,58631324559.4484,62404461274.6636,20 Billion
LVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5788368511.12379,5970044665.64574,6525676264.21486,7174985106.636479,7533187605.09248,7937758980.3012705,8350252966.19655,9546441564.34743,11748433157.0533,14373269155.7174,16922504044.803999,21447021570.1028,30901399261.387,35596016664.2304,26169854045.0375,23757368290.0955,28223552824.7508,28119996053.2511,30254677296.9181,31335013751.5424,26972863393.6384,27571513793.3984,30264454641.8004,19 Billion
MAC,,,,,,,,,,,,,,,,,,,,,,,1130457130.00739,1121486562.52512,1292281653.68246,1348827324.09861,1517496131.38322,1941246972.4587398,2269233639.28065,2683254708.17411,3220920084.77746,3735117374.41125,4879018601.90911,5625533410.31176,6265844252.10105,6996034036.99892,7122539666.59972,7211264780.00828,6742367273.274179,6490571703.85015,6720492405.83611,6811227982.82193,7322677820.10108,8195033162.120379,10585624890.9277,12092222041.9168,14789661809.1834,18340447242.9971,20917444919.6394,21475520709.3922,28123640998.7253,36709860068.3445,43031577366.4251,51552075901.5183,55347998647.8196,45361678146.5247,45310877912.7215,50361201096.4366,15 Billion
MAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
MAR,2037150716.33238,2025689536.60705,2379606422.29029,2657247327.3392,2798339768.79755,2948325264.30195,2876395613.0817103,3046339294.53611,3271415867.99723,3651615453.01848,3956328426.0448604,4356633663.36634,5074117544.77482,6242177798.339379,7675408485.51421,8984824182.60333,9584323309.121359,11049896742.3889,13236854105.1672,15912133569.2852,21728770055.3777,17788171722.4446,17692341358.1272,16251460689.3254,14824728528.4604,14991283215.7408,19462175321.8224,21765261041.7265,25705296183.5037,26314220188.0257,30180108561.9305,32285388165.2999,33711069430.78,31655473663.8348,35604137422.5796,39030285468.3841,43161452678.4383,39147844526.0838,41806219378.6181,41632027599.8531,38857251336.3448,39459581217.3759,42236836820.6152,52064058833.9739,59626020162.3816,62343022650.8742,68640825480.9223,79041294874.4553,92507257783.5697,92897320375.8176,93216746661.5977,101370474295.10901,98266306615.3632,106825649872.108,110081248587.369,101179808076.36,103345296966.607,109708728848.535,37 Billion
MCO,,,,,,,,,,,293073868.023221,327651487.962757,402460333.237637,523552815.119127,563939670.704419,711922994.225545,735339911.935065,811250927.388998,1000535735.38751,1209898293.4637198,1378130995.65913,1205166025.51592,1143229071.7794302,1092551781.01486,1037314956.25083,1082851076.52158,1515209588.2378,1839095595.25655,2000674667.0826101,2010116851.2028399,2481316053.8531604,2480497538.54794,2737067001.75938,2574440022.97964,2720297793.28662,3130270895.13587,3137848801.0360603,2840182220.99117,2934578821.1093802,2906009307.6651,2647883815.57966,2671401061.2880397,2905973042.87947,3588988573.61595,4110348475.5359397,4202979654.7778897,4582988332.70606,5867916780.72817,6476490405.74191,5451653237.01028,5362649006.62252,6080344731.72088,5743029680.07195,6553372278.27934,7060236168.2367,6258178995.23123,6468252212.3893795,,3 Billion
MDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1752979926.41489,1695122173.91304,1930081168.8311698,1698717504.65549,1170782957.3744302,1288429391.79951,1480673594.05602,1661818168.4226,1980901553.5122602,2598231467.4367104,2988338439.3155303,3408272498.11516,4401154128.122971,6054806100.8468,5439422031.396271,5811604051.96737,7015206498.21955,7284686576.2835,7985387151.61916,7983241044.201891,6512885830.43282,6795731286.20042,8128493432.07741,4 Billion
MDG,673081724.076322,699161943.857103,739286906.8515531,759345862.971331,802482182.924192,833563472.162352,900264583.6882051,956436931.1423471,1031669636.3611599,1056391054.5386,1111859569.7715,1199507629.99179,1341590681.58511,1653062347.36254,1917508190.0468898,2283049233.28758,2181844193.9254,2358930406.4289603,2669755115.5056896,3463565881.42486,4042139901.3669796,3594868208.41885,3526198070.09621,3511573991.89742,2939485471.50097,2857889712.4808,3258288890.58567,2565634382.28689,2442507588.38496,2498059014.77295,3081479800.2876897,2653141958.52585,3024459564.32157,3370842210.90955,2977040722.47057,3159901231.97468,3995028592.7872205,3545776697.12109,3738704467.5187798,3717515282.53319,3877673539.09084,4529575347.56805,4397254607.61164,5474030080.24451,4363934494.37405,5039293030.82367,5515884348.54904,7342923489.096159,9413002920.97008,8550363974.79243,8729936135.744871,9892702357.56691,9919780071.287642,10601690871.7611,10673516672.6664,9744243531.20119,10001193315.1966,11499803806.5729,4 Billion
MDV,,,,,,,,,,,,,,,,,,,,,42463576.1589404,44781456.9536424,47935843.7935844,57829787.2340425,109503546.099291,127154929.57746498,141902097.902098,141268980.477223,168610478.359909,189535398.23008898,215089005.235602,244468292.682927,284853358.561968,322326642.335766,355884383.08887005,398988954.970263,450382327.952421,508223602.37893,540096397.621071,589239753.610875,624337145.284622,870179738.562091,897031250.0,1052121054.6875,1226829562.5,1163362437.5,1575200390.625,1868383460.9375,2271646187.5,2345294875.0,2588176054.6875,2774351760.03287,2886170571.6963396,3295011381.75405,3697351596.8375297,4109424801.40835,4414055724.802629,4865546027.0157,1 Billion
MEA,,,,,,,,,32442790306.62,36096901866.437004,41522062533.5076,47879003434.6911,58554375483.5778,78682336970.6008,142793531291.789,155905504430.903,193631793901.13,224470156419.224,238473206964.10898,311592943284.993,402329193827.449,414910787786.10706,415729635454.817,422854624573.678,428854450249.22,435949820239.536,446746690929.89,411013793549.04297,408459846910.243,420714184037.591,550733429745.5,554690678046.245,603739258560.797,607974746184.785,633818630392.838,708750660248.726,802384781384.098,832732046190.8441,809444137972.6941,866935017167.89,967036532456.8871,970621963073.46,966819765391.8729,1089096682619.0,1271408318445.48,1530343281649.41,1791177313411.26,2123619015295.12,2647704925795.41,2368231514846.58,2767867932129.79,3282146389758.02,3575250438663.59,3552739295302.56,3567701670984.17,3147153525197.42,3155751031178.16,3275662618704.45,1 Trillion
MEX,13040000000.0,14160000000.0,15200000000.0,16960000000.0,20080000000.0,21840000000.0,24320000000.0,26560000000.0,29360000000.0,32480000000.0,35520000000.0,39200000000.0,45200000000.0,55280000000.0,72000000000.0,88000000000.0,89025974025.974,81814159292.0354,102500000000.0,134561403508.77199,205139086956.522,263959336734.69397,184609157801.418,156159198584.513,184261495828.367,195219789801.47897,134550096436.744,147540738281.817,181611549975.804,221400669713.589,261253582805.945,313142768436.92,363157598226.114,500736065605.341,527813238126.27795,360073909243.855,410975595310.156,500413483109.175,526502129378.284,600232874042.927,707906744574.644,756706300589.7909,772106378935.3771,729336319677.4491,782240601984.76,877476221382.101,975387131716.0891,1052696282278.87,1109989063586.62,900045350649.351,1057801295584.05,1180489601957.61,1201089987015.45,1274443084716.57,1314563967425.24,1170564619927.69,1077779580638.77,1150887823404.18,436 Billion
MHL,,,,,,,,,,,,,,,,,,,,,,31020000.0,34918000.0,41749000.0,45144000.0,43879000.0,55989000.0,62983000.0,70688000.0,72798000.0,78476000.0,82507000.0,91063000.0,99461000.0,108071000.0,120230000.0,110858000.0,106289100.0,108702100.0,107978900.0,110937700.0,115152100.0,124735100.0,126887600.0,131334600.0,137928600.0,143930000.0,150776500.0,152788700.0,152617500.0,164969100.0,173260300.0,185210500.0,190800800.0,183121300.0,179697900.0,194497900.0,204173430.050761,116 Million
MIC,277432203383.396,266404443461.92102,277057153913.245,306471824648.068,339889098632.527,372964617071.38104,386402322376.053,404809934051.565,427256417418.0,474902524254.546,526098416565.68604,567581858576.2211,637719654050.305,798203533818.95,1015397519703.29,1154174856875.08,1258762997371.85,1416838772803.84,1538031540372.37,1835944175293.52,2166948305310.75,2467329846792.54,2427166353312.8,2317572327599.45,2392007591288.5,2516812559704.05,2583049852122.77,2651979784930.09,2847787581178.14,3088614414576.43,3432914422091.28,3620446079301.11,3545658691461.72,3783179605325.39,4119573643189.14,4635785574568.62,5070019960685.91,5364715740414.32,5188520704777.22,5066431943930.5,5546860568913.78,5639556469995.75,5928400809066.75,6668362018789.92,7910583322781.78,9441889453410.21,11252454763637.4,13961746765362.8,16747310117743.2,16350049303791.0,19856773794969.2,23462551328987.7,25052913311421.9,26571359077279.2,27591216102255.4,26060682945110.6,26189817248640.8,28708949920301.8,7 Trillion
MKD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4699646643.10954,4938775510.20408,2436849341.97604,2682456896.55172,3556581986.14319,4680078740.157479,4651453634.08521,3928975903.61446,3756208791.20879,3863743409.4903297,3772851420.2476296,3709637829.9486604,4018365247.44444,4946292774.790461,5682719260.0763,6258600713.82627,6861222331.96317,8336478142.08872,9909548410.82744,9401731495.71661,9407168702.4313,10494632699.3859,9745251126.0109,10817712138.9451,11362272837.8818,10064515432.0265,10672471860.7184,11279509013.9119,7 Billion
MLI,,,,,,,,275494520.141999,343771964.662167,339913833.096246,359772363.262207,430096738.369216,486617332.387405,563683660.3119401,538747268.3333559,830710615.179954,939227993.66396,1049838492.55759,1222702356.1094599,1595423285.64659,1759690811.6069899,1538972158.1782,1333754034.23489,1297765448.50498,1232932008.13719,1392195933.33971,1852163474.54664,2090629722.63611,2169040741.55896,2181821902.43953,2681912030.4938397,2724131545.16958,2830673388.82429,2818280876.07615,2081846482.7477102,2706425298.3681803,2780422212.26995,2697105694.0795603,2920358586.75234,3439463140.35541,2954129565.82965,3465305993.47783,3889758023.73699,4703504466.53245,5444474268.424911,6245031690.06808,6899799785.8441,8145694631.88354,9750822511.47988,10181021770.4326,10678749467.4697,12978107560.5982,12442747897.2223,13246412031.4145,14345828992.0411,13099495529.7113,14010787737.8424,15334336143.644,4 Billion
MLT,,,,,,,,,,,250721821.55367798,264579879.784878,295118249.324932,345602025.37539303,376094108.475331,474620439.58496,527936988.791275,625573345.532174,793675169.878579,1001300838.32335,1250242107.87969,1243469360.56838,1234518125.0,1165771369.00625,1101828568.76804,1117835285.50512,1435079200.34957,1751247763.41948,2019474244.19359,2118574772.11136,2547163582.33149,2750041434.26295,3021910216.71827,2709178326.78271,2998570146.54095,3439931906.61479,3570271557.8847103,3705372038.7053704,3923637971.04652,4127313818.3383603,4306192435.82207,4331870647.71535,4689832689.83269,5456583589.39342,6062780269.0583,6394851386.64345,6757119558.3992,7880509170.54476,8977149553.24447,8528202278.41067,8741059602.64901,9505636641.64581,9205742001.79879,10146688738.6529,11216758081.9535,10554669617.5194,11274020600.9269,12518134319.0893,4 Billion
MMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905066163.58643,6477790688.22844,6777632512.0781,10467109977.6717,10567354056.4049,11986972418.5103,14502553709.8303,20182477480.5512,31862554101.9378,36906181380.8127,49540813342.4834,59977326085.9908,59937797559.3295,60269734044.52599,65446199787.8425,59687410896.5734,63256184700.2223,67068745521.3823,36 Billion
MNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291977926203.775,298974603955.215,340938000365.74396,395341663020.909,406061591751.03,412145759200.35706,435878889858.878,451673606823.492,467359849131.346,453675740618.617,511776433348.428,593117335732.066,698623941564.982,811618643772.4309,1003135831263.3,1235366371471.69,1195903243760.56,1383517142376.51,1568522348029.8,1728448949153.39,1623681399008.02,1598388987556.7,1444184538528.5,1459009156993.9,1440493935136.74,890 Billion
MNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,984297589.359934,1159869245.9251301,1284685050.52413,1707710053.14938,2073234417.6806602,2257174480.7859697,2721904403.46255,3680710375.03422,4545674527.61096,4159330369.5471,4139192052.9801297,4538198498.7489605,4087724527.81704,4464261816.25066,4587926230.59573,4052913385.8267703,4374130530.97345,4844592066.71174,3 Billion
MNG,,,,,,,,,,,,,,,,,,,,,,2310099100.0,2552401933.33333,2725736633.33333,2098734600.0,2186505475.0,2896178866.66667,3020611600.0,3204461566.66667,3576966800.0,2560785660.0,2379018326.3157897,1317611863.8497698,768401634.1545731,925817092.217484,1452165005.2384,1345719472.35883,1180934202.83801,1124440248.9783,1057408588.68269,1136896123.6129801,1267997934.3125,1396555719.97409,1595297355.78349,1992066808.0959802,2523471532.01083,3414055566.1138,4234999823.3083897,5623216448.86851,4583850367.88972,7189481824.07288,10409797649.3063,12292770631.1967,12582122604.1921,12226514722.0861,11749620619.5962,11186734674.3847,11433635875.9316,4 Billion
MNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1284000000.0,1239000000.0,1210000000.0,1061000000.0,990000000.0,938000000.0,939000000.0,795000000.0,799000000.0,733000000.0,751000000.0,782000000.0,845000000.0,931000000.0,1250000000.0,1593000000.0,1 Billion
MOZ,,,,,,,,,,,,,,,,,,,,,3526287037.0370398,3537099150.1416397,3612171957.6719604,3236430348.2587104,3376172169.81132,4456240740.74074,5247193069.30693,2354117303.06158,2093571673.6561198,2314159887.23319,2512079324.07706,3263761937.95748,2291175764.66004,2394823061.93212,2460670287.73707,2521738759.58885,3523842274.8966203,4227273069.0599103,4873242526.06404,5302532113.25156,5016469068.50898,4766928746.6914,5031510908.86055,5597367853.40358,6831808930.39816,7723846194.874459,8312078525.08582,9366742309.493309,11494837053.4061,10911698204.4676,10154238250.1818,13131168011.807,14534278439.5973,16018848993.9909,16961117243.491001,14798413628.4625,10981358030.5316,12645508633.7664,7 Billion
MRT,92609222.69128491,107726181.21840799,111148585.592131,113797356.814074,151897168.10634598,172767213.28636202,180340653.821888,191221777.80071798,210695183.760063,199643444.567844,209348253.60864,227051054.985087,265009395.14797598,333731874.379077,414772351.880594,475916514.745901,524407931.940424,540635389.5886691,544424605.0525321,644070364.888441,709041452.217297,747994681.876205,750214410.724133,788371855.9447559,726937320.846082,683193885.003101,802890746.890756,909820553.401135,957377507.4761301,981529400.5348619,1019600770.6033901,1443688869.96039,1464392416.14671,1249944999.42056,1315932644.95246,1415296704.11812,1442598431.0096,1401946853.2067199,1375115534.0733,1405662878.8529599,1293654175.2102,1295539448.36484,1324426606.62378,1563074859.5217302,1833444740.37736,2184445123.17519,3040716679.0766897,3356757064.4584603,4031048268.43289,3662282133.1896205,4337791006.84248,5166341003.05814,5231255478.38986,5724227185.17784,5391475277.24326,4844223106.95469,4739298730.42216,5024708655.99147,2 Billion
MUS,,,,,,,,,,,,,,,,,706991274.414428,827094668.018707,1019630847.1111301,1216229419.3180199,1136543003.2664,1147192916.68998,1082939379.16762,1094857357.63954,1044928624.7400401,1080642033.34952,1469046114.77455,1888754655.1536698,2143484487.6727397,2191096860.2866898,2653480001.34558,2856890680.60285,3224267547.80508,3263368410.0181303,3558137040.3777204,4040345933.29231,4421943910.49749,4187367601.73431,4169664285.3868103,4291172815.63421,4582555124.64952,4536538210.66761,4767303153.99506,5609831328.0648,6385695187.0102,6283803256.01264,7028803365.70151,8150138757.15741,9990370016.307709,9128843109.15588,10003670690.3497,11518393367.2403,11668685524.1265,12129642296.4425,12803445933.5894,11692287066.381,12232463655.5727,13266427697.2513,5 Billion
