Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,GDP Average (Current US $)
TUV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8824447.74022325,9365165.91369372,9742949.47121034,9630762.95389637,10886825.5592923,11025945.1445515,12334846.2320995,12700905.447528599,12757632.868450802,13687141.105877802,13742057.050092801,13196544.946726,15450994.2410084,18231078.539464302,21534931.607589398,21839098.892707102,22902861.4457831,27030374.0272781,30290219.7617849,27101076.275152102,31823518.6204366,38711827.7537311,37671734.8254533,37509122.0727128,37290587.4998681,35556038.8176495,36572611.88531479,39731317.30444871,22 Million
TZA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5100405772.46327,4420168102.39306,4258743262.82876,4956588278.5614395,4601413263.52894,4257702196.53864,4510846967.8742,5255221424.80962,6496195450.61034,7683852496.844991,9345174219.072529,9697847263.63196,10185786382.8283,10383560602.8537,10805599892.7355,11659129888.8021,12825801580.9281,16929976600.142,18610460326.5437,21501741757.483997,27368386358.131,28573777052.4542,31409598703.7061,33877905103.8715,39087797979.9554,44413614439.1527,48219739330.6593,45628320355.1735,47388394818.1193,52090321003.0556,19 Billion
UGA,423008385.74423504,441524109.014675,449012578.61635196,516147798.74213797,589056603.773585,884873949.5798321,925770308.123249,967647058.8235289,1037815126.0504199,1169047619.0476198,1260084033.61345,1417787114.84594,1491596638.65546,1702521008.40336,2100142653.35235,2359555555.55556,2447300000.0,2936470588.23529,2420260869.56522,2139025000.0,1244610000.0,1337300000.0,2177500000.0,2240333333.33333,3615647477.05434,3519666338.52454,3923232122.12784,6269511614.66235,6508931651.66667,5276480985.999371,4304398865.88268,3321729057.12215,2857457860.05088,3220439044.18949,3990430446.71216,5755818947.42125,6044585326.938001,6269333313.17108,6584815846.52754,5998563257.946589,6193246837.09687,5840503868.57245,6178563590.89254,6336696288.98214,7940362799.179971,9013834373.41246,9942597779.99265,12292813603.2327,14239026629.639,18168902153.8798,20186496527.1256,20176025256.9153,23114293416.3905,24599550623.7254,27291879819.3622,27102650386.6012,24133664284.5033,25995031850.1658,7 Billion
UKR,,,,,,,,,,,,,,,,,,,,,,,,,,,,64087694038.2333,74703517902.6642,82709161099.1244,81456918678.5008,77464561149.5103,73942235330.437,65648559903.0571,52549555149.1978,48213868178.0873,44558077827.135,50150399791.647,41883241471.7365,31580639045.454,31261527363.143997,37972301334.6736,42351593887.2827,50084197498.4529,64819702951.6826,86057915585.3026,107647920792.07901,142579603960.396,179816790704.73898,117113410001.027,136013155905.036,163159671670.265,175781379051.433,183310146378.08102,133503411375.739,91030959454.6961,93355993628.5042,112154185121.40599,88 Billion
UMC,186711947734.297,170152245411.56,178342108889.251,196667141246.587,215772584983.52,239420168970.703,266229213455.75,276516783447.799,289451595067.94,321565019024.458,355966754399.214,391474623939.84296,451549625428.71,576845185420.411,732490863014.162,842275368190.717,922164595262.869,1030582365331.34,1104151722560.2,1343152739256.31,1552551840032.11,1697536299351.21,1662215034406.54,1605368691018.81,1703703086049.57,1790077796508.35,1832894056018.28,1834635314715.4,2001539530581.76,2246510304120.66,2526181423086.94,2756532625251.55,2644268021829.17,2878916040747.59,3129685061116.84,3525650280687.74,3854310552704.8,4109525883988.15,4054944374240.24,3835231979026.89,4252375134921.48,4328341687545.51,4513175407259.09,5043791536367.52,6046026972738.36,7278195693801.64,8658242707823.8,10773556651269.0,13162323938161.1,12690751724510.6,15369774015389.0,18371179948505.0,19712282823464.3,20992414587084.6,21716519718488.4,20219305350733.9,20124279747628.3,22182784744754.5,5 Trillion
URY,1242289239.20493,1547388781.43133,1710004407.22785,1539681490.78174,1975701816.46615,1890769326.1422102,1809183974.5266898,1597721080.0099099,1593675330.16467,2004435483.87097,2137096774.19355,2807258064.51613,2189418001.37898,3964295672.52444,4090209681.97172,3538283322.07726,3667161241.4837203,4114667062.6491704,4910257282.93153,7181185277.986509,10163020115.7344,11048335541.4933,9178802162.6616,5102281255.99986,4850241442.17643,4732017873.38369,5880112788.409471,7367494080.400141,8213515458.511391,8438951476.066441,9298839655.23139,11205971155.2758,12878199880.9839,15002106518.4847,17474647792.3829,19297663096.5506,20515543039.2132,23969823010.4429,25385928198.3212,23983945190.6202,22823255801.8447,20898788416.6348,13606494599.4261,12045631092.5353,13686329890.1191,17362857683.8545,19579457966.0538,23410572634.3147,30366213119.2928,31660911277.0294,40284481651.9021,47962439303.7247,51264390116.4909,57531233350.9101,57236013086.1223,53274304222.135994,52687612261.5424,56156972157.6958,16 Billion
USA,543300000000.0,563300000000.0,605100000000.0,638600000000.0,685800000000.0,743700000000.0,815000000000.0,861700000000.0,942500000000.0,1019900000000.0,1075884000000.0,1167770000000.0,1282449000000.0,1428549000000.0,1548825000000.0,1688923000000.0,1877587000000.0,2085951000000.0,2356571000000.0,2632143000000.0,2862505000000.0,3210956000000.0,3344991000000.0,3638137000000.0,4040693000000.0,4346734000000.0,4590155000000.0,4870217000000.0,5252629000000.0,5657693000000.0,5979589000000.0,6174043000000.0,6539299000000.0,6878718000000.0,7308755000000.0,7664060000000.0,8100201000000.0,8608515000000.0,9089168000000.0,9660624000000.0,10284779000000.0,10621824000000.0,10977514000000.0,11510670000000.0,12274928000000.0,13093726000000.0,13855888000000.0,14477635000000.0,14718582000000.0,14418739000000.0,14964372000000.0,15517926000000.0,16155255000000.0,16691517000000.0,17427609000000.0,18120714000000.0,18624475000000.0,19390604000000.0,7 Trillion
UZB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13360607917.8773,13677622222.2222,12941297376.0933,13099013835.5111,12899156990.6156,13350468917.4115,13948892215.5689,14744603773.5849,14988971210.8383,17078465982.0282,13760513969.314,11401421329.1974,9687788512.80184,10134453435.4603,12030023547.8807,14307509838.8053,17330833852.919,22311393927.8817,29549438883.8338,33689223673.2577,39332770928.9426,45915191189.3237,51821573338.1312,57690453460.6205,63067077178.5381,66903804142.5395,67445712840.4013,49677172714.26,27 Billion
VCT,13066557.7786852,13999883.334305499,14524878.959342001,13708219.0981742,14758210.348247102,15108207.4316047,16099865.834451402,15835177.9329133,15350000.0,16650000.0,18450000.0,20051648.1847182,27585488.9918284,30165373.6218865,32924215.858172603,33237164.715641998,32792480.972960602,49353161.851851895,60844771.48148149,71096359.6296296,82340339.6296296,102086539.259259,113759203.333333,122255349.62963,135024987.777778,145641705.18518502,160846656.66666698,175580647.40740702,200726712.59259298,214745002.222222,240365262.592593,254829629.62962997,277954111.111111,286307814.814815,289438481.481481,316008481.481481,331489703.703704,347770000.0,373619851.851852,390719148.148148,396261370.37037003,430039296.296296,461883444.44444406,481806296.296296,521975111.11111104,550728666.666667,610930037.037037,684446259.259259,695428851.8518519,674922481.481481,681225962.962963,676129407.407407,692933740.740741,721208998.225378,727714407.111622,755458031.415067,770762204.076067,785222509.144563,283 Million
VEN,7779090909.090909,8189090909.090909,8946969696.9697,9753333333.33333,8099318181.81818,8427777777.77778,8781333333.33333,9250000000.0,10034444444.4444,10285111111.1111,11561111111.1111,12986590909.0909,13977727272.7273,17035581395.3488,26100930232.5581,27464651162.7907,31419534883.7209,36210697674.4186,39316279069.7674,48310930232.5581,59116511627.907005,66327441860.4651,67736744186.0465,67556279069.7675,60010285714.2857,61965466666.6667,60391604938.2716,48029034482.7586,60226413793.1034,43526253602.3055,48598315565.032005,53476971830.9859,60401798245.614006,60065011013.2159,58418666666.6667,77407726244.3439,70543211119.099,85843534588.6206,91331203433.1629,97976886247.3172,117140723529.41199,122903960204.505,92893587733.6549,83620628582.1082,112453382329.615,145510008134.75,183477522123.89398,230364012575.68698,315953388510.678,329787628928.472,393192354510.65295,316482190800.364,381286237847.66705,371005379786.56604,482359318767.70294,,,,97 Billion
VGB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
VIR,24200000.0,25700000.0,36900000.0,41400000.0,53800000.0,66500000.0,84100000.0,115400000.0,173800000.0,211300000.0,219000000.0,257000000.0,307100000.0,351600000.0,395400000.0,399800000.0,440000000.0,461800000.0,512900000.0,606700032.0,727800000.0,821800000.0,832600000.0,916899968.0,985400000.0,990400000.0,1035600000.0,1147800064.0,1204600064.0,1343900032.0,1564700032.0,1671200000.0,1770900000.0,1996000000.0,,,,,,,,,3269000000.0,3453000000.0,3799000000.0,4439000000.0,4504000000.0,4803000000.0,4250000000.0,4203000000.0,4339000000.0,4239000000.0,4095000000.0,3762000000.0,3622000000.0,3759000000.0,,,2 Billion
VNM,,,,,,,,,,,,,,,,,,,,,,,,,,14094687820.7445,26336616250.4397,36658108850.3149,25423812648.5941,6293304974.594029,6471740805.5698395,9613369520.41885,9866990236.435871,13180953598.1716,16286433533.3228,20736164458.9505,24657470574.7501,26843700441.5482,27209602050.0452,28683659006.7752,31172518403.3162,32685198735.3053,35064105500.8345,39552513316.0734,45427854693.2554,57633255618.2731,66371664817.0436,77414425532.2452,99130304099.1274,106014659770.22198,115931749697.241,135539438559.709,155820001920.492,171222025117.38098,186204652922.262,193241108709.536,205276172134.901,223779865815.183,69 Billion
VUT,,,,,,,,,,,,,,,,,,,,119258835.335525,113423181.338956,98746405.3924806,98144643.8965575,110123779.812821,135553763.982667,123698506.111363,118691396.76491499,130834145.053665,148545381.418421,144482170.248703,158397403.041175,188869985.673352,196142585.014816,188080374.400605,219260341.05064198,233902114.8683,245177633.168933,255890221.80029303,262301252.76922798,267999225.256634,272014693.050806,257926881.72043,262603781.79905897,314463144.04219,364996869.129618,394962552.336108,439376794.094041,526428309.94508797,607958616.1434151,610066628.693058,700804286.224354,792149700.679116,781702874.106058,801787555.8611209,814954306.971033,737917151.424178,787942567.411846,862879789.027549,356 Million
WLD,1365928467609.1,1420807996581.43,1525368141119.72,1642418624432.05,1799750133470.23,1959504190373.83,2126016691857.69,2262461772123.56,2440686658195.89,2687618511875.32,2956427004677.72,3265916202193.76,3766742423960.94,4590009798336.1,5293695702158.01,5893650775882.95,6411824170473.3,7251631959615.57,8537716758226.74,9919291179107.16,11176090648737.0,11573270780402.4,11462228381522.4,11693424982408.0,12133505126444.2,12749380203781.0,15068916829408.0,17145470800482.4,19183316238398.9,20104046643927.3,22607137528484.8,23951343670766.4,25438770385525.0,25852890375125.8,27767490340016.4,30870504922993.5,31561865628498.8,31453769756497.9,31374438280192.9,32540344789435.0,33597862243728.6,33401012299024.3,34686233463740.6,38926489690497.5,43844755273533.4,47487175386842.7,51446032770431.5,57953304867560.8,63574889383547.1,60267069670108.8,65965875326710.8,73316778722289.8,74993708029391.5,77098794653614.5,79188461749937.3,74916086734465.4,75997380505934.8,80737576004679.9,27 Trillion
WSM,,,,,,,,,,,,,,,,,,,,,,,121221651.619316,111862823.574979,109200934.328518,95572172.9835657,100947848.64478001,111713922.141578,133016065.41606499,122888609.715243,125766269.75535801,125597205.42231499,132303041.36253001,133122897.19626202,221098106.50887597,224865731.381903,249908970.65897098,285475591.89651,269481523.20046496,258833766.580017,269019710.327456,273088357.1637,288078881.433056,338838639.378435,420320176.359437,462649043.044658,508503671.284407,550970655.544072,644132488.887141,560959527.824621,643046733.3911259,739785121.889922,801168622.338114,804808525.5372231,805162571.787264,804100582.465624,786640006.097846,840927996.555194,374 Million
XKX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1849196082.05507,2535333631.8853602,2406270658.23024,2790455727.69422,3556757428.82009,3663101604.2780704,3846819721.4904,4655899260.881471,5687417606.56218,5653792720.20006,5830463576.15894,6691826522.10175,6499935757.42002,7071959638.874141,7386891336.075359,6440612176.999001,6714712389.380529,7244888738.280809,5 Billion
YEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5647119229.007629,5930370370.37037,6463649985.0164795,5368270614.8468,4167356037.1517,4258788725.44991,5785685310.86668,6838557384.40357,6325141675.86989,7641102523.150821,9652436179.64605,9861560094.740091,10694628091.6726,11777966673.3897,13872791658.5487,16746344766.2044,19061978586.1278,21650532264.2322,26910851361.7555,25130274124.2524,30906749533.221,32726417878.391003,35401339869.3055,40415233436.1767,43228583935.0365,45593573381.2648,36436652465.1639,31267675216.25,19 Billion
ZAF,7575248495.0301,7972840543.18914,8497830043.39913,9423211535.76928,10373792524.1495,11334173316.5337,12354752904.9419,13777124457.5108,14894302113.9577,16780064398.712,18418031639.3672,20334172259.5078,21358137114.6091,29293948126.8012,36806475349.5217,38114942528.7356,36601885924.562996,40649724011.0396,46737580496.7801,57647268408.5511,82984078068.8238,89629496832.7955,82696902010.2943,88786580362.8407,87880468268.6383,69208451592.5576,82107924006.1732,107414974090.17801,118331510445.149,128902675070.723,115553279480.54,123943432441.241,134545231416.55,134309759157.81699,139752450152.078,155460285076.232,147607982694.857,152586154513.889,137774361015.14,136631966609.379,136361854808.496,121600818309.679,115748110112.68,175256916996.047,228937347865.858,257671413750.825,271638484826.10898,299415505152.29803,286769839732.726,295936485832.635,375349442837.187,416418874939.23206,396327875201.30396,366643223164.00397,350636208163.772,317536830640.61896,295746599722.06604,348871647959.64,135 Billion
ZMB,713000000.0,696285714.2857139,693142857.1428571,718714285.7142861,839428571.428571,1082857142.85714,1264285714.2857099,1368000000.0,1605857142.85714,1965714285.71429,1825285714.28571,1687000000.0,1910714285.71429,2268714285.7142897,3121833333.33333,2618666666.66667,2746714285.7142897,2483000000.0,2813375000.0,3325500000.0,3829500000.0,3872666666.6666703,3994777777.7777796,3216307692.3076897,2739444444.44445,2281258064.51613,1661948717.94872,2269894736.84211,3713614457.83133,3998637681.1594205,3285217391.30435,3378882352.94118,3181921787.7095,3273237853.3568897,3656647744.2485795,3807067121.8609,3597220962.00017,4303281932.29365,3537683046.02331,3404311976.5494103,3600683039.7325397,4094480988.1193104,4193845678.1703296,4901839731.26571,6221077674.77871,8331870169.149771,12756858899.2812,14056957976.2648,17910858637.9048,15328342303.9575,20265556273.582,23460098339.7453,25503370699.2015,28045460442.1876,27150630607.2032,21154394545.895,20954754378.1394,25868142073.452003,7 Billion
ZWE,1052990400.0,1096646600.0,1117601600.0,1159511700.0,1217138000.0,1311435800.0,1281749500.0,1397002000.0,1479599900.0,1747998800.0,1884206300.0,2178716300.0,2677729400.0,3309353600.0,3982161400.0,4371300700.0,4318372000.0,4364382100.0,4351600500.0,5177459400.0,6678868200.0,8011373800.0,8539700700.0,7764067000.0,6352125900.0,5637259300.0,6217523700.0,6741215100.0,7814784100.0,8286322700.0,8783816700.0,8641481700.0,6751472200.0,6563813300.0,6890675000.0,7111270700.0,8553146600.0,8529571600.0,6401968200.0,6858013100.0,6689957600.0,6777384700.0,6342116400.0,5727591800.0,5805598400.0,5755215200.0,5443896500.0,5291950100.0,4415702800.0,9665793300.0,12041655200.0,14101920300.0,17114849900.0,19091020000.0,19495519600.0,19963120600.0,20548678100.0,22040902300.0,7 Billion
