Language,Countries Where Spoken,Country Code,Degree of Endangerment,Speakers,Latitude,Longitude,Fertility Rate Avg,2018 Rank,2018 Score,2018 Band
Kukatja,Australia,AUS,Vulnerable,1000.0,-21.2074,126.4746,2.1848333333333336,,,
Kunwinjku,Australia,AUS,Vulnerable,974.0,-12.1333,133.4014,2.1848333333333336,,,
Kalaw Lagaw Ya,Australia,AUS,Definitely endangered,700.0,-10.0828,142.1081,2.1848333333333336,,,
Ngaanyatjarra,Australia,AUS,Vulnerable,700.0,-26.037,124.541,2.1848333333333336,,,
Pintupi,Australia,AUS,Vulnerable,600.0,-22.8882,128.3203,2.1848333333333336,,,
Walmajarri,Australia,AUS,Definitely endangered,500.0,-19.9939,125.5297,2.1848333333333336,,,
Gupapuyngu,Australia,AUS,Vulnerable,300.0,-12.6624,136.549,2.1848333333333336,,,
Thaayorre,Australia,AUS,Definitely endangered,300.0,-15.0867,141.7167,2.1848333333333336,,,
Nyangumarta,Australia,AUS,Vulnerable,250.0,-20.016,120.4101,2.1848333333333336,,,
Antakirinya,Australia,AUS,Definitely endangered,200.0,-26.7848,134.2968,2.1848333333333336,,,
Iwaidja,Australia,AUS,Vulnerable,200.0,-11.4592,132.55,2.1848333333333336,,,
Maung,Australia,AUS,Vulnerable,200.0,-11.913,133.7255,2.1848333333333336,,,
Kuurinji,Australia,AUS,Definitely endangered,175.0,-18.1047,129.8474,2.1848333333333336,,,
Meriam Mir,Australia,AUS,Definitely endangered,160.0,-9.9201,144.0472,2.1848333333333336,,,
Kunbarlang,Australia,AUS,Severely endangered,140.0,-12.0661,134.0661,2.1848333333333336,,,
Adnyamathanha,Australia,AUS,Definitely endangered,100.0,-30.6,138.6035,2.1848333333333336,,,
Djinang,Australia,AUS,Definitely endangered,100.0,-12.3507,135.1098,2.1848333333333336,,,
Wik Ngathan,Australia,AUS,Definitely endangered,100.0,-14.9561,141.8884,2.1848333333333336,,,
Ngarinyin,Australia,AUS,Definitely endangered,90.0,-16.9096,125.4199,2.1848333333333336,,,
Yankunytjatjara,Australia,AUS,Definitely endangered,70.0,-27.3132,132.0666,2.1848333333333336,,,
Yanyuwa,Australia,AUS,Severely endangered,70.0,-15.9613,136.3842,2.1848333333333336,,,
Ritharrngu,Australia,AUS,Definitely endangered,66.0,-13.1543,134.8242,2.1848333333333336,,,
Yan-nhangu,Australia,AUS,Definitely endangered,61.0,-12.094000000000001,134.89,2.1848333333333336,,,
Gooniyandi,Australia,AUS,Severely endangered,60.0,-18.8335,125.9912,2.1848333333333336,,,
Gurrgoni,Australia,AUS,Vulnerable,60.0,-12.1037,134.3408,2.1848333333333336,,,
Kija,Australia,AUS,Severely endangered,60.0,-18.0832,128.1884,2.1848333333333336,,,
Ngangikurunggurr,Australia,AUS,Severely endangered,60.0,-14.6792,130.3967,2.1848333333333336,,,
Banjima,Australia,AUS,Severely endangered,50.0,-22.289,119.3774,2.1848333333333336,,,
Miriwoong,Australia,AUS,Critically endangered,50.0,-16.7631,128.9025,2.1848333333333336,,,
Nakkara,Australia,AUS,Severely endangered,50.0,-12.1145,134.5825,2.1848333333333336,,,
Ngarinman,Australia,AUS,Severely endangered,50.0,-16.6782,129.7485,2.1848333333333336,,,
Warumungu,Australia,AUS,Severely endangered,50.0,-19.5183,133.9453,2.1848333333333336,,,
Mudburra,Australia,AUS,Severely endangered,48.0,-16.9727,131.77,2.1848333333333336,,,
Nunggubuyu,Australia,AUS,Severely endangered,44.0,-13.8807,135.725,2.1848333333333336,,,
Bunuba,Australia,AUS,Severely endangered,40.0,-17.8951,125.7495,2.1848333333333336,,,
Garrwa,Australia,AUS,Severely endangered,40.0,-17.1197,137.6806,2.1848333333333336,,,
Gumbaynggirr,Australia,AUS,Critically endangered,40.0,-30.3349,152.8198,2.1848333333333336,,,
Bardi,Australia,AUS,Severely endangered,30.0,-16.9307,122.87100000000001,2.1848333333333336,,,
Ngalkbun,Australia,AUS,Severely endangered,30.0,-13.5178,134.6264,2.1848333333333336,,,
Warnman,Australia,AUS,Severely endangered,30.0,-22.9786,122.7832,2.1848333333333336,,,
Wik Ngencherr,Australia,AUS,Severely endangered,30.0,-14.0939,141.8554,2.1848333333333336,,,
Wiradjuri,Australia,AUS,Critically endangered,30.0,-34.5608,147.041,2.1848333333333336,,,
Marrithiyel,Australia,AUS,Critically endangered,25.0,-13.806,130.0451,2.1848333333333336,,,
Wardaman,Australia,AUS,Severely endangered,24.0,-14.9925,131.9293,2.1848333333333336,,,
Kuku Yalanji,Australia,AUS,Severely endangered,23.0,-15.8148,144.9316,2.1848333333333336,,,
Alawa,Australia,AUS,Critically endangered,22.0,-16.4676,134.0771,2.1848333333333336,,,
Bundjalung,Australia,AUS,Severely endangered,20.0,-28.9998,152.9077,2.1848333333333336,,,
Jawoyn,Australia,AUS,Severely endangered,20.0,-14.2004,132.55,2.1848333333333336,,,
Koko Bera,Australia,AUS,Severely endangered,20.0,-15.6865,141.5917,2.1848333333333336,,,
Mangarla,Australia,AUS,Critically endangered,20.0,-20.159000000000002,122.6513,2.1848333333333336,,,
Maringarr,Australia,AUS,Critically endangered,20.0,-14.1525,129.6166,2.1848333333333336,,,
Nyamal,Australia,AUS,Severely endangered,20.0,-21.4019,119.3225,2.1848333333333336,,,
Nyikina,Australia,AUS,Severely endangered,20.0,-18.2613,124.6179,2.1848333333333336,,,
Wajarri,Australia,AUS,Severely endangered,20.0,-26.8841,116.6748,2.1848333333333336,,,
Wambaya,Australia,AUS,Critically endangered,20.0,-17.7696,134.923,2.1848333333333336,,,
Jaminjung,Australia,AUS,Severely endangered,15.0,-15.2417,130.5725,2.1848333333333336,,,
Jingulu,Australia,AUS,Severely endangered,14.0,-17.3716,134.187,2.1848333333333336,,,
Ngaatjatjara,Australia,AUS,Severely endangered,12.0,-25.1651,127.3535,2.1848333333333336,,,
Ngaliwuru,Australia,AUS,Critically endangered,12.0,-15.5595,131.0614,2.1848333333333336,,,
Umpila,Australia,AUS,Severely endangered,12.0,-13.0366,143.3386,2.1848333333333336,,,
Wagiman,Australia,AUS,Severely endangered,11.0,-14.1845,131.6546,2.1848333333333336,,,
Karajarri,Australia,AUS,Critically endangered,10.0,-19.0205,122.3437,2.1848333333333336,,,
Kurrama,Australia,AUS,Critically endangered,10.0,-21.6383,117.9711,2.1848333333333336,,,
Lardil,Australia,AUS,Critically endangered,10.0,-16.5526,139.3176,2.1848333333333336,,,
Madngele,Australia,AUS,Critically endangered,10.0,-13.3789,130.5395,2.1848333333333336,,,
Malak Malak,Australia,AUS,Critically endangered,10.0,-13.7713,130.6384,2.1848333333333336,,,
Marrisyefin,Australia,AUS,Critically endangered,10.0,-13.934000000000001,129.8254,2.1848333333333336,,,
Ngardi,Australia,AUS,Critically endangered,10.0,-20.6327,128.5839,2.1848333333333336,,,
Rembarrnga,Australia,AUS,Critically endangered,10.0,-13.3896,133.6706,2.1848333333333336,,,
Yiiji,Australia,AUS,Critically endangered,10.0,-15.8458,127.6281,2.1848333333333336,,,
Kuuku Ya'u,Australia,AUS,Critically endangered,9.0,-12.0185,142.8112,2.1848333333333336,,,
Ngandi,Australia,AUS,Critically endangered,9.0,-13.6459,135.2087,2.1848333333333336,,,
Ngarluma,Australia,AUS,Critically endangered,9.0,-21.1664,117.3339,2.1848333333333336,,,
Kayardild,Australia,AUS,Critically endangered,8.0,-17.1197,139.4604,2.1848333333333336,,,
Arabana,Australia,AUS,Critically endangered,6.0,-28.6134,135.8349,2.1848333333333336,,,
Mangarrayi,Australia,AUS,Critically endangered,6.0,-14.8067,133.8793,2.1848333333333336,,,
Dyirbal,Australia,AUS,Critically endangered,5.0,-18.0205,145.4809,2.1848333333333336,,,
Gamilaraay,Australia,AUS,Critically endangered,5.0,-29.7929,149.7106,2.1848333333333336,,,
Ngalakan,Australia,AUS,Critically endangered,5.0,-14.5729,134.4946,2.1848333333333336,,,
Wunambal,Australia,AUS,Critically endangered,5.0,-15.6124,125.0024,2.1848333333333336,,,
Dharawal,Australia,AUS,Critically endangered,4.0,-34.7235,150.5786,2.1848333333333336,,,
Paakantyi,Australia,AUS,Critically endangered,4.0,-31.5598,143.3935,2.1848333333333336,,,
Waanyi,Australia,AUS,Critically endangered,4.0,-17.7486,138.2739,2.1848333333333336,,,
Worrorra,Australia,AUS,Critically endangered,4.0,-16.4887,124.6289,2.1848333333333336,,,
Gajerrong,Australia,AUS,Critically endangered,2.0,-15.222000000000001,128.6059,2.1848333333333336,,,
Ganggalidda,Australia,AUS,Critically endangered,2.0,-17.1001,138.3618,2.1848333333333336,,,
Kunjen,Australia,AUS,Critically endangered,2.0,-16.1316,142.207,2.1848333333333336,,,
Tharkarri,Australia,AUS,Critically endangered,2.0,-24.148000000000003,114.6533,2.1848333333333336,,,
Wangaaybuwan,Australia,AUS,Critically endangered,2.0,-31.1093,144.9975,2.1848333333333336,,,
Badala,Australia,AUS,Critically endangered,0.0,-25.285,153.1054,2.1848333333333336,,,
Dharug,Australia,AUS,Critically endangered,0.0,-34.0344,150.9301,2.1848333333333336,,,
Dhurga,Australia,AUS,Critically endangered,0.0,-35.4964,150.249,2.1848333333333336,,,
Dungidjau,Australia,AUS,Extinct,0.0,-26.5885,152.2705,2.1848333333333336,,,
Gaagudju,Australia,AUS,Extinct,0.0,-12.2755,132.6379,2.1848333333333336,,,
Kurtjar,Australia,AUS,Extinct,0.0,-18.0623,140.4052,2.1848333333333336,,,
Marrgu,Australia,AUS,Extinct,0.0,-11.3292,132.0227,2.1848333333333336,,,
Ngarla,Australia,AUS,Extinct,0.0,-20.5916,119.0917,2.1848333333333336,,,
Wangkumara,Australia,AUS,Critically endangered,0.0,-27.2064,142.4597,2.1848333333333336,,,
Yir Yoront,Australia,AUS,Extinct,0.0,-16.3095,141.4489,2.1848333333333336,,,
Kaurna,Australia,AUS,Critically endangered,,-34.8498,138.6474,2.1848333333333336,,,
Rotuman,Fiji,FJI,Vulnerable,3000.0,-12.5063,177.0776,3.8169814814814806,,,
Waima'a,Timor-Leste,TLS,Definitely endangered,3000.0,-8.4995,126.3372,5.806064814814817,,,
Adabe,Timor-Leste,TLS,Vulnerable,1000.0,-8.2549,125.5737,5.806064814814817,,,
Habu,Timor-Leste,TLS,Vulnerable,1000.0,-8.7819,126.0021,5.806064814814817,,,
Kairui-Midiki,Timor-Leste,TLS,Vulnerable,1000.0,-8.7222,126.2878,5.806064814814817,,,
Naueti,Timor-Leste,TLS,Vulnerable,1000.0,-8.7357,126.7053,5.806064814814817,,,
Maku'a,Timor-Leste,TLS,Critically endangered,50.0,-8.4017,127.2271,5.806064814814817,,,
Ata,Philippines,PHL,Critically endangered,2000.0,9.6081,122.9155,4.842685185185187,14.0,61.84,High Proficiency
Dupaninan Agta,Philippines,PHL,Vulnerable,1400.0,17.9682,122.0361,4.842685185185187,14.0,61.84,High Proficiency
Central Cagayan Agta,Philippines,PHL,Vulnerable,779.0,17.9891,121.8603,4.842685185185187,14.0,61.84,High Proficiency
Bataan Ayta,Philippines,PHL,Definitely endangered,500.0,14.4324,120.4788,4.842685185185187,14.0,61.84,High Proficiency
Faire Atta,Philippines,PHL,Severely endangered,300.0,18.027,120.4929,4.842685185185187,14.0,61.84,High Proficiency
Batak,Philippines,PHL,Definitely endangered,200.0,10.1081,119.0,4.842685185185187,14.0,61.84,High Proficiency
Northern Alta,Philippines,PHL,Severely endangered,200.0,15.7162,121.4085,4.842685185185187,14.0,61.84,High Proficiency
Camarines Norte Agta,Philippines,PHL,Severely endangered,150.0,14.0135,122.8873,4.842685185185187,14.0,61.84,High Proficiency
Mt. Iraya Agta,Philippines,PHL,Definitely endangered,150.0,13.459000000000001,123.5467,4.842685185185187,14.0,61.84,High Proficiency
Southern Ayta,Philippines,PHL,Critically endangered,150.0,13.027000000000001,124.1549,4.842685185185187,14.0,61.84,High Proficiency
Alabat Island Agta,Philippines,PHL,Critically endangered,30.0,14.1209,122.0282,4.842685185185187,14.0,61.84,High Proficiency
Isarog Agta,Philippines,PHL,Critically endangered,5.0,13.6805,123.3805,4.842685185185187,14.0,61.84,High Proficiency
Arta,Philippines,PHL,Extinct,0.0,16.4225,121.7042,4.842685185185187,14.0,61.84,High Proficiency
Dicamay Agta,Philippines,PHL,Extinct,0.0,16.6998,122.0167,4.842685185185187,14.0,61.84,High Proficiency
Katabaga,Philippines,PHL,Extinct,0.0,13.4366,122.5569,4.842685185185187,14.0,61.84,High Proficiency
Lule Saami,"Norway, Sweden",NOR,Severely endangered,2000.0,67.27199999999999,17.7978,2.068888888888889,4.0,68.38,Very High Proficiency
South Saami,"Norway, Sweden",NOR,Severely endangered,500.0,64.2063,13.4802,2.068888888888889,4.0,68.38,Very High Proficiency
Pite Saami,"Norway, Sweden",NOR,Critically endangered,20.0,66.0447,17.8857,2.068888888888889,4.0,68.38,Very High Proficiency
Tchumbuli,Benin,BEN,Critically endangered,1838.0,8.7113,2.1533,6.360592592592593,,,
Jeri,Côte d'Ivoire,CIV,Severely endangered,1500.0,9.2647,-5.8666,6.574092592592592,,,
Ega,Côte d'Ivoire,CIV,Severely endangered,1000.0,5.8018,-5.4492,6.574092592592592,,,
Eotile,Côte d'Ivoire,CIV,Extinct,0.0,5.2495,-3.3233,6.574092592592592,,,
Tonjon,Côte d'Ivoire,CIV,Extinct,0.0,8.4397,-4.3807,6.574092592592592,,,
Wayana (Suriname),Suriname,SUR,Vulnerable,1500.0,2.7455,-54.58,3.831648148148149,,,
Trio (Suriname),Suriname,SUR,Vulnerable,1000.0,2.1528,-56.3818,3.831648148148149,,,
Waiwai (Suriname),Suriname,SUR,Critically endangered,750.0,2.1528,-56.206,3.831648148148149,,,
Akuriyo,Suriname,SUR,Critically endangered,,2.8442,-55.7556,3.831648148148149,,,
Sikïiyana,Suriname,SUR,Critically endangered,,1.9991,-56.2719,3.831648148148149,,,
Cypriot Arabic,Cyprus,CYP,Severely endangered,1300.0,35.3196,33.338,2.2729259259259256,,,
Savo,Solomon Islands,SLB,Definitely endangered,1147.0,-9.1292,159.8071,5.807944444444446,,,
Faghani,Solomon Islands,SLB,Vulnerable,1000.0,-10.4337,161.5979,5.807944444444446,,,
Blablanga,Solomon Islands,SLB,Definitely endangered,600.0,-8.206,159.4638,5.807944444444446,,,
Hoava,Solomon Islands,SLB,Vulnerable,600.0,-8.1883,157.6036,5.807944444444446,,,
Teanu,Solomon Islands,SLB,Definitely endangered,600.0,-11.6219,166.9633,5.807944444444446,,,
Gao,Solomon Islands,SLB,Vulnerable,550.0,-8.3514,159.8167,5.807944444444446,,,
Kokota,Solomon Islands,SLB,Vulnerable,200.0,-8.0347,159.1781,5.807944444444446,,,
Zazao,Solomon Islands,SLB,Critically endangered,166.0,-8.1832,159.2269,5.807944444444446,,,
Oroha,Solomon Islands,SLB,Severely endangered,100.0,-9.7686,161.51,5.807944444444446,,,
Tanimbili,Solomon Islands,SLB,Severely endangered,50.0,-11.2935,166.5211,5.807944444444446,,,
Asumboa,Solomon Islands,SLB,Severely endangered,40.0,-11.2982,166.4868,5.807944444444446,,,
Ririo,Solomon Islands,SLB,Critically endangered,18.0,-6.91,156.9671,5.807944444444446,,,
Vano,Solomon Islands,SLB,Critically endangered,5.0,-11.6286,166.8383,5.807944444444446,,,
Tanema,Solomon Islands,SLB,Critically endangered,4.0,-11.6986,166.9111,5.807944444444446,,,
Dororo,Solomon Islands,SLB,Extinct,0.0,-8.2169,157.3901,5.807944444444446,,,
Guliguli,Solomon Islands,SLB,Extinct,0.0,-8.2114,157.4615,5.807944444444446,,,
Kazukuru,Solomon Islands,SLB,Extinct,0.0,-8.1598,157.4629,5.807944444444446,,,
Laghu,Solomon Islands,SLB,Extinct,0.0,-7.6157,158.7359,5.807944444444446,,,
Fwâi,New Caledonia (France),NCL,Vulnerable,1131.0,-20.7048,164.9034,3.4350555555555533,,,
Fagauvea (Northern),New Caledonia (France),NCL,Vulnerable,1107.0,-20.4089,166.5444,3.4350555555555533,,,
Fagauvea (Southern),New Caledonia (France),NCL,Vulnerable,1107.0,-20.7381,166.4126,3.4350555555555533,,,
Drubea,New Caledonia (France),NCL,Vulnerable,946.0,-22.0347,166.5527,3.4350555555555533,,,
Caac,New Caledonia (France),NCL,Vulnerable,890.0,-20.3883,164.5614,3.4350555555555533,,,
Voh-Koné dialects,New Caledonia (France),NCL,Definitely endangered,878.0,-20.9665,164.7866,3.4350555555555533,,,
Kumak,New Caledonia (France),NCL,Vulnerable,847.0,-20.1278,164.0259,3.4350555555555533,,,
Jawe,New Caledonia (France),NCL,Vulnerable,729.0,-20.4913,164.696,3.4350555555555533,,,
Orowe,New Caledonia (France),NCL,Definitely endangered,587.0,-21.4223,165.4678,3.4350555555555533,,,
Xaragure,New Caledonia (France),NCL,Vulnerable,566.0,-21.8054,166.4964,3.4350555555555533,,,
Nemi,New Caledonia (France),NCL,Definitely endangered,325.0,-20.6494,164.6878,3.4350555555555533,,,
Neku,New Caledonia (France),NCL,Severely endangered,221.0,-21.5169,165.4568,3.4350555555555533,,,
Tiri,New Caledonia (France),NCL,Definitely endangered,221.0,-21.6141,165.7836,3.4350555555555533,,,
Pwaamèi,New Caledonia (France),NCL,Definitely endangered,219.0,-20.8767,164.7413,3.4350555555555533,,,
Pije,New Caledonia (France),NCL,Severely endangered,161.0,-20.7869,164.9487,3.4350555555555533,,,
Pwapwa,New Caledonia (France),NCL,Severely endangered,80.0,-20.8074,164.5367,3.4350555555555533,,,
Arha,New Caledonia (France),NCL,Critically endangered,50.0,-21.3047,165.0146,3.4350555555555533,,,
Arho,New Caledonia (France),NCL,Critically endangered,10.0,-21.274,165.0503,3.4350555555555533,,,
Sishee,New Caledonia (France),NCL,Extinct,0.0,-21.7193,165.6738,3.4350555555555533,,,
Lakon,Vanuatu,VUT,Vulnerable,700.0,-14.251,167.422,5.189722222222223,,,
Tolomako,Vanuatu,VUT,Definitely endangered,450.0,-15.1834,166.8438,5.189722222222223,,,
Bierebo,Vanuatu,VUT,Vulnerable,350.0,-16.6539,168.1539,5.189722222222223,,,
Labo,Vanuatu,VUT,Vulnerable,350.0,-16.4492,167.4481,5.189722222222223,,,
Vera'a,Vanuatu,VUT,Definitely endangered,300.0,-13.872,167.4323,5.189722222222223,,,
Lehali,Vanuatu,VUT,Vulnerable,250.0,-13.5205,167.2998,5.189722222222223,,,
Löyöp,Vanuatu,VUT,Vulnerable,250.0,-13.5311,167.3368,5.189722222222223,,,
Dorig,Vanuatu,VUT,Definitely endangered,200.0,-14.3236,167.5669,5.189722222222223,,,
Emae,Vanuatu,VUT,Vulnerable,200.0,-17.0567,168.3956,5.189722222222223,,,
Shark Bay,Vanuatu,VUT,Vulnerable,200.0,-15.2987,167.1459,5.189722222222223,,,
Koro,Vanuatu,VUT,Definitely endangered,160.0,-14.3242,167.4728,5.189722222222223,,,
Amblong,Vanuatu,VUT,Definitely endangered,150.0,-15.4933,166.9846,5.189722222222223,,,
Baki,Vanuatu,VUT,Vulnerable,150.0,-16.7013,168.145,5.189722222222223,,,
Hiw,Vanuatu,VUT,Definitely endangered,150.0,-13.1343,166.5671,5.189722222222223,,,
Malmariv,Vanuatu,VUT,Vulnerable,150.0,-15.2656,166.9104,5.189722222222223,,,
Polonomombauk,Vanuatu,VUT,Definitely endangered,120.0,-15.4907,167.0814,5.189722222222223,,,
Tutuba,Vanuatu,VUT,Definitely endangered,120.0,-15.5727,167.275,5.189722222222223,,,
Repanbitip,Vanuatu,VUT,Definitely endangered,90.0,-16.3155,167.6026,5.189722222222223,,,
Mores,Vanuatu,VUT,Severely endangered,75.0,-15.3583,166.8988,5.189722222222223,,,
Mafea,Vanuatu,VUT,Definitely endangered,70.0,-15.4219,167.2366,5.189722222222223,,,
Tambotalo,Vanuatu,VUT,Severely endangered,50.0,-15.4655,167.1027,5.189722222222223,,,
Ske,Vanuatu,VUT,Severely endangered,30.0,-15.9085,168.1924,5.189722222222223,,,
Bieria,Vanuatu,VUT,Critically endangered,25.0,-16.8045,168.2446,5.189722222222223,,,
Nisvai,Vanuatu,VUT,Critically endangered,20.0,-16.4492,167.7117,5.189722222222223,,,
Mwesen,Vanuatu,VUT,Critically endangered,15.0,-13.874,167.5415,5.189722222222223,,,
Bangsa,Vanuatu,VUT,Critically endangered,10.0,-16.146,167.389,5.189722222222223,,,
Lorediakarkar,Vanuatu,VUT,Critically endangered,10.0,-15.1967,167.0498,5.189722222222223,,,
Matanvat,Vanuatu,VUT,Critically endangered,10.0,-15.8972,167.1947,5.189722222222223,,,
Naati,Vanuatu,VUT,Critically endangered,10.0,-16.515,167.4645,5.189722222222223,,,
Sowa,Vanuatu,VUT,Critically endangered,10.0,-15.8609,168.1842,5.189722222222223,,,
Tape,Vanuatu,VUT,Critically endangered,10.0,-16.0953,167.3094,5.189722222222223,,,
Araki,Vanuatu,VUT,Critically endangered,8.0,-15.6322,166.9413,5.189722222222223,,,
Aveteian,Vanuatu,VUT,Critically endangered,5.0,-16.3985,167.4213,5.189722222222223,,,
Naman,Vanuatu,VUT,Critically endangered,5.0,-16.1216,167.4337,5.189722222222223,,,
Nasarian,Vanuatu,VUT,Critically endangered,5.0,-16.3517,167.4659,5.189722222222223,,,
Navwien,Vanuatu,VUT,Critically endangered,5.0,-16.469,167.4975,5.189722222222223,,,
Nivat,Vanuatu,VUT,Critically endangered,5.0,-16.1302,167.3835,5.189722222222223,,,
Niviar,Vanuatu,VUT,Critically endangered,5.0,-16.1302,167.3945,5.189722222222223,,,
Olrat,Vanuatu,VUT,Critically endangered,5.0,-14.2796,167.4302,5.189722222222223,,,
Sorsorian,Vanuatu,VUT,Critically endangered,5.0,-16.4709,167.6499,5.189722222222223,,,
Umbrul,Vanuatu,VUT,Critically endangered,5.0,,,5.189722222222223,,,
Ura,Vanuatu,VUT,Critically endangered,3.0,-18.654,169.074,5.189722222222223,,,
Lemerig,Vanuatu,VUT,Critically endangered,2.0,-13.7473,167.4096,5.189722222222223,,,
Volow,Vanuatu,VUT,Critically endangered,1.0,-13.6433,167.7159,5.189722222222223,,,
Aore,Vanuatu,VUT,Extinct,0.0,-15.5767,167.1638,5.189722222222223,,,
Ifo,Vanuatu,VUT,Extinct,0.0,-18.6605,169.1434,5.189722222222223,,,
Maragus,Vanuatu,VUT,Extinct,0.0,-16.0405,167.2778,5.189722222222223,,,
Sonsorol,Palau,PLW,Severely endangered,600.0,7.4278,134.5495,2.384233333333333,,,
Tobian,Palau,PLW,Critically endangered,22.0,2.9594,131.8084,2.384233333333333,,,
Vedda,Sri Lanka,LKA,Definitely endangered,300.0,7.346,81.3935,3.2202222222222225,58.0,49.39,Low Proficiency
Dukha,Mongolia,MNG,Severely endangered,200.0,51.9307,98.9318,4.831148148148149,,,
Khövsgöl Uryangkhay,Mongolia,MNG,Critically endangered,10.0,50.9722,101.3159,4.831148148148149,,,
Evenki (Southern Siberia),"Mongolia, Russian Federation",MNG,Severely endangered,,51.9833,116.5833,4.831148148148149,,,
Pipil,El Salvador,SLV,Critically endangered,200.0,13.722000000000001,-89.7195,4.423814814814816,70.0,47.42,Very Low Proficiency
Lenca,"El Salvador, Honduras",SLV,Extinct,0.0,13.6459,-87.0996,4.423814814814816,70.0,47.42,Very Low Proficiency
Xiri,South Africa,ZAF,Critically endangered,87.0,-31.3924,21.0498,4.146,6.0,66.52,Very High Proficiency
N|uu,South Africa,ZAF,Critically endangered,8.0,-28.5169,21.4453,4.146,6.0,66.52,Very High Proficiency
